"State","Gender","Age.Cohort","fit","lwr","upr"
"Arkansas","Male","5-14 years","39.0857142857142","19.7904035742361","58.3810249971923"
"Arkansas","Male","15-24 years","255.219047619047","195.091428925722","315.346666312372"
"Arkansas","Male","25-34 years","428.142857142859","383.105429118924","473.180285166793"
"Arkansas","Male","35-44 years","579.061904761904","495.509576908162","662.614232615646"
"Arkansas","Male","45-54 years","1344.79523809524","1090.23207850914","1599.35839768133"
"Arkansas","Male","55-64 years","2990.16190476193","2846.50494056388","3133.81886895998"
"Arkansas","Male","65-74 years","3900.88095238098","3362.50960614041","4439.25229862154"
"Arkansas","Male","75-84 years","4015.18095238095","3549.1492071965","4481.21269756541"
"Arkansas","Male","85+ years","3145.96190476192","2916.51786932928","3375.40594019456"
"Arkansas","Total","< 1 year","278.628571428571","237.031624755188","320.225518101955"
"Arkansas","Total","1-4 years","50.7285714285713","34.3814556665343","67.0756871906083"
"Arkansas","Total","5-14 years","67.0619047619048","44.8369317242281","89.2868777995814"
"Arkansas","Total","15-24 years","354.257142857142","282.593675260753","425.920610453531"
"Arkansas","Total","25-34 years","633.05238095238","575.237137684184","690.867624220576"
"Arkansas","Total","35-44 years","968.004761904761","860.966516689967","1075.04300711955"
"Arkansas","Total","45-54 years","2296.80952380952","1894.03309894737","2699.58594867167"
"Arkansas","Total","55-64 years","4950.73809523811","4771.45028861702","5130.02590185919"
"Arkansas","Total","65-74 years","6771.20000000001","5907.51510411998","7634.88489588005"
"Arkansas","Total","75-84 years","7772.35714285714","6931.9229015143","8612.79138419999"
"Arkansas","Total","85+ years","8326.50476190477","7919.33977054424","8733.6697532653"
"California","Female","< 1 year","838.057142857135","698.775220287076","977.339065427193"
"California","Female","1-4 years","135.095238095237","94.3458627588314","175.844613431642"
"California","Female","5-14 years","184.633333333331","135.96406250074","233.302604165923"
"California","Female","15-24 years","728.038095238095","594.201392124594","861.874798351596"
"California","Female","25-34 years","1409.94761904762","1216.74046276832","1603.15477532692"
"California","Female","35-44 years","2248.83809523808","1849.53640077498","2648.13978970119"
"California","Female","45-54 years","6094.2238095238","5172.87540325249","7015.5722157951"
"California","Female","55-64 years","13636.6095238096","13168.7062871369","14104.5127604823"
"California","Female","65-74 years","18907.5952380953","15566.6028620284","22248.5876141621"
"California","Female","75-84 years","27085.1","24064.0705688239","30106.129431176"
"California","Female","85+ years","55730.7428571428","53040.5492091076","58420.9365051781"
"California","Male","< 1 year","1052.29523809523","848.922008561306","1255.66846762916"
"California","Male","1-4 years","166.147619047617","131.493934867695","200.801303227539"
"California","Male","5-14 years","233.638095238093","164.714067606074","302.562122870113"
"California","Male","15-24 years","2187.36666666665","1677.11948229976","2697.61385103355"
"California","Male","25-34 years","3660.35714285716","3029.38061282494","4291.33367288938"
"California","Male","35-44 years","4098.10476190477","3081.66645155671","5114.54307225284"
"California","Male","45-54 years","10074.9333333333","8617.94017163927","11531.9264950274"
"California","Male","55-64 years","22390.823809524","21798.4427460705","22983.2048729774"
"California","Male","65-74 years","26349.6952380952","21317.177945883","31382.2125303075"
"California","Male","75-84 years","29583.3714285714","26054.8893039368","33111.8535532061"
"California","Male","85+ years","37923.5047619049","36525.0521407447","39321.9573830652"
"California","Total","< 1 year","1890.35238095238","1562.49374358718","2218.21101831757"
"California","Total","1-4 years","301.242857142854","249.002480016026","353.483234269681"
"California","Total","5-14 years","418.271428571425","313.713334750694","522.829522392155"
"California","Total","15-24 years","2915.40476190475","2288.63141879087","3542.17810501863"
"California","Total","25-34 years","5070.30476190476","4258.06472506682","5882.54479874269"
"California","Total","35-44 years","6346.94285714277","4948.14080997896","7745.74490430658"
"California","Total","45-54 years","16169.1571428571","13836.3436102001","18501.9706755141"
"California","Total","55-64 years","36027.4333333333","35026.9144711871","37027.9521954796"
"California","Total","65-74 years","45257.2904761906","36898.3738835256","53616.2070688556"
"California","Total","75-84 years","56668.4714285713","50212.9764920391","63123.9663651035"
"California","Total","85+ years","93654.2476190478","89620.373856627","97688.1213814685"
"Colorado","Female","< 1 year","135.642857142857","96.9078020204562","174.377912265258"
"Colorado","Female","1-4 years","22.8095238095236","8.82396717133737","36.7950804477099"
"Colorado","Female","5-14 years","37.7857142857143","19.7034906077435","55.8679379636851"
"Colorado","Female","15-24 years","142.938095238095","117.172990149792","168.703200326398"
"Colorado","Female","25-34 years","296.909523809525","241.692594877988","352.126452741062"
"Colorado","Female","35-44 years","409.228571428571","338.346634974089","480.110507883054"
"Colorado","Female","45-54 years","959.366666666667","796.711512549268","1122.02182078407"
"Colorado","Female","55-64 years","2070.58571428571","1970.79587774038","2170.37555083104"
"Colorado","Female","65-74 years","2892.62380952381","2386.3926164698","3398.85500257782"
"Colorado","Female","75-84 years","4118.01904761905","3711.35277348942","4524.68532174868"
"Colorado","Female","85+ years","7561.25238095241","7142.31100345564","7980.19375844918"
"Colorado","Male","< 1 year","156.214285714284","105.380716989012","207.047854439557"
"Colorado","Male","1-4 years","32.0285714285712","10.7736436135034","53.2834992436391"
"Colorado","Male","5-14 years","51.104761904762","34.9177802686653","67.2917435408586"
"Colorado","Male","15-24 years","393.142857142859","320.206972133154","466.078742152563"
"Colorado","Male","25-34 years","715.357142857145","575.045576120908","855.668709593382"
"Colorado","Male","35-44 years","758.295238095239","571.96334575621","944.627130434268"
"Colorado","Male","45-54 years","1539.42380952381","1286.65236093602","1792.1952581116"
"Colorado","Male","55-64 years","3428.65714285715","3220.91760046936","3636.39668524494"
"Colorado","Male","65-74 years","3973.50952380951","3296.19334065079","4650.82570696823"
"Colorado","Male","75-84 years","4333.71904761905","3951.07305947783","4716.36503576027"
"Colorado","Male","85+ years","4915.1380952381","4630.36947331923","5199.90671715697"
"Colorado","Total","< 1 year","291.857142857139","217.043211213223","366.671074501056"
"Colorado","Total","1-4 years","54.8380952380949","26.4297279295392","83.2464625466505"
"Colorado","Total","5-14 years","88.890476190476","65.4138960567652","112.367056324187"
"Colorado","Total","15-24 years","536.080952380953","447.335730740887","624.826174021019"
"Colorado","Total","25-34 years","1012.26666666668","832.105631476547","1192.42770185681"
"Colorado","Total","35-44 years","1167.52380952381","922.799176356829","1412.24844269079"
"Colorado","Total","45-54 years","2498.79047619048","2096.85092795853","2900.73002442242"
"Colorado","Total","55-64 years","5499.24285714288","5231.80928991912","5766.67642436663"
"Colorado","Total","65-74 years","6866.1333333333","5694.60807756011","8037.6585891065"
"Colorado","Total","75-84 years","8451.73809523811","7712.26538783504","9191.21080264117"
"Colorado","Total","85+ years","12476.3904761905","11805.0866440298","13147.6943083512"
"Connecticut","Female","< 1 year","67.7523809523809","38.8641946850683","96.6405672196935"
"Connecticut","Female","1-4 years","6.68095238095225","0.01","14.1207498754933"
"Connecticut","Female","5-14 years","15.3095238095239","1.99667820732542","28.6223694117223"
"Connecticut","Female","15-24 years","74.4285714285716","52.8465210823364","96.0106217748067"
"Connecticut","Female","25-34 years","147.452380952382","97.5395943840513","197.365167520712"
"Connecticut","Female","35-44 years","182.833333333336","112.235385513787","253.431281152884"
"Connecticut","Female","45-54 years","624.661904761904","553.404546876019","695.919262647789"
"Connecticut","Female","55-64 years","1340.62380952381","1256.10027668949","1425.14734235813"
"Connecticut","Female","65-74 years","1982.01428571429","1587.90601836985","2376.12255305872"
"Connecticut","Female","75-84 years","3113.80952380953","2761.72156592605","3465.897481693"
"Connecticut","Female","85+ years","8067.41904761907","7737.17621057798","8397.66188466016"
"Connecticut","Male","< 1 year","76.4619047619044","54.9693634910813","97.9544460327275"
"Connecticut","Male","1-4 years","11.6809523809524","2.16769921524762","21.1942055466571"
"Connecticut","Male","5-14 years","17.9857142857143","5.29393118688314","30.6774973845454"
"Connecticut","Male","15-24 years","181.266666666666","135.065096775986","227.468236557347"
"Connecticut","Male","25-34 years","377.476190476191","272.433678128531","482.518702823851"
"Connecticut","Male","35-44 years","402.00952380952","235.423587491946","568.595460127094"
"Connecticut","Male","45-54 years","1039.93333333333","919.619864716335","1160.24680195033"
"Connecticut","Male","55-64 years","2168.93809523809","2023.29913620183","2314.57705427434"
"Connecticut","Male","65-74 years","2613.38095238096","1995.18533583707","3231.57656892485"
"Connecticut","Male","75-84 years","3173.29523809522","2748.77256790024","3597.8179082902"
"Connecticut","Male","85+ years","4938.84285714285","4728.93219146777","5148.75352281793"
"Connecticut","Total","< 1 year","144.214285714286","103.094675590383","185.33389583819"
"Connecticut","Total","1-4 years","18.3619047619045","7.92021041322925","28.8035991105797"
"Connecticut","Total","5-14 years","33.2952380952383","11.5528379483801","55.0376382420966"
"Connecticut","Total","15-24 years","255.695238095238","208.54824734199","302.842228848485"
"Connecticut","Total","25-34 years","524.928571428572","380.384151429947","669.472991427197"
"Connecticut","Total","35-44 years","584.842857142852","359.517123635311","810.168590650393"
"Connecticut","Total","45-54 years","1664.59523809524","1498.28276265598","1830.9077135345"
"Connecticut","Total","55-64 years","3509.56190476193","3350.94494877064","3668.17886075322"
"Connecticut","Total","65-74 years","4595.39523809524","3598.65494938199","5592.13552680849"
"Connecticut","Total","75-84 years","6287.1047619048","5534.95790261373","7039.25162119588"
"Connecticut","Total","85+ years","13006.261904762","12515.657224283","13496.8665852409"
"Delaware","Female","< 1 year","35.4666666666665","19.9694349840545","50.9638983492784"
"Delaware","Female","1-4 years","5.0831122900089","0.01","11.1543264958693"
"Delaware","Female","5-14 years","4.05275528858721","0.01","11.2412093551833"
"Delaware","Female","15-24 years","24.9857142857143","15.2038561362","34.7675724352286"
"Delaware","Female","25-34 years","68.0571428571429","51.0485151445928","85.065770569693"
"Delaware","Female","35-44 years","82.9904761904759","54.7982501819461","111.182702199006"
"Delaware","Female","45-54 years","234.119047619048","174.001992369264","294.236102868832"
"Delaware","Female","55-64 years","506.828571428574","438.15952799684","575.497614860308"
"Delaware","Female","65-74 years","731.180952380953","608.604504885436","853.75739987647"
"Delaware","Female","75-84 years","1015.17142857143","889.160579898928","1141.18227724393"
"Delaware","Female","85+ years","1740.27142857143","1639.19392653963","1841.34893060324"
"Delaware","Male","< 1 year","36.2666666666664","22.7587770561913","49.7745562771415"
"Delaware","Male","1-4 years","6.92396109637489","0.736784209789636","13.1111379829601"
"Delaware","Male","5-14 years","7.9417602507182","2.11222593381839","13.771294567618"
"Delaware","Male","15-24 years","72.2904761904761","54.8665376582118","89.7144147227403"
"Delaware","Male","25-34 years","151.261904761903","116.51650383486","186.007305688946"
"Delaware","Male","35-44 years","149.333333333333","93.3310380572442","205.335628609423"
"Delaware","Male","45-54 years","363.5","285.04063139246","441.95936860754"
"Delaware","Male","55-64 years","740.828571428574","678.267605027095","803.389537830053"
"Delaware","Male","65-74 years","986.542857142857","773.288509302378","1199.79720498334"
"Delaware","Male","75-84 years","1130.22380952381","1010.72026461704","1249.72735443058"
"Delaware","Male","85+ years","1136.84285714286","1058.19509921473","1215.49061507099"
"Delaware","Total","< 1 year","71.7333333333331","46.3954759209325","97.0711907457338"
"Delaware","Total","1-4 years","12.0070733863838","2.43082003142369","21.5833267413439"
"Delaware","Total","5-14 years","11.9945155393053","2.51461269574675","21.4744183828639"
"Delaware","Total","15-24 years","97.2761904761903","76.9591368702013","117.593244082179"
"Delaware","Total","25-34 years","219.319047619048","172.676844643799","265.961250594298"
"Delaware","Total","35-44 years","232.323809523809","156.747225869613","307.900393178006"
"Delaware","Total","45-54 years","597.619047619048","470.147175748654","725.090919489441"
"Delaware","Total","55-64 years","1247.65714285715","1162.59579977187","1332.71848594242"
"Delaware","Total","65-74 years","1717.72380952381","1395.19555489153","2040.25206415609"
"Delaware","Total","75-84 years","2145.39523809524","1917.06889213326","2373.72158405722"
"Delaware","Total","85+ years","2877.1142857143","2735.95482502879","3018.2737463998"
"District of Columbia","Female","< 1 year","27.5857142857142","5.616345438513","49.5550831329154"
"District of Columbia","Female","1-4 years","3.27680140597533","0.0160469170140263","6.53755589493664"
"District of Columbia","Female","5-14 years","3.30731327800834","0.01","10.1334440290562"
"District of Columbia","Female","15-24 years","11.3","2.58786682695025","20.0121331730497"
"District of Columbia","Female","25-34 years","30.7142857142853","14.9891744130396","46.439397015531"
"District of Columbia","Female","35-44 years","43.8142857142848","8.33580274211891","79.2927686864506"
"District of Columbia","Female","45-54 years","157.561904761906","121.276374445334","193.847435078478"
"District of Columbia","Female","55-64 years","367.995238095238","329.415049009203","406.575427181274"
"District of Columbia","Female","65-74 years","380.928571428572","274.920369613242","486.936773243901"
"District of Columbia","Female","75-84 years","400.73333333333","296.741349396536","504.725317270124"
"District of Columbia","Female","85+ years","817.304761904761","749.524486896781","885.085036912741"
"District of Columbia","Male","< 1 year","32.9619047619049","18.8627466263548","47.0610628974549"
"District of Columbia","Male","1-4 years","4.47649384885756","0.01","10.5172191274873"
"District of Columbia","Male","5-14 years","5.10632780082983","0.01","10.8759140884118"
"District of Columbia","Male","15-24 years","44.2047619047607","6.81847672131575","81.5910470882057"
"District of Columbia","Male","25-34 years","84.8619047619045","41.6642849180736","128.059524605735"
"District of Columbia","Male","35-44 years","68.3000000000029","0.01","141.662670531983"
"District of Columbia","Male","45-54 years","191.838095238094","117.679031532251","265.997158943937"
"District of Columbia","Male","55-64 years","523.819047619048","462.756004502819","584.882090735278"
"District of Columbia","Male","65-74 years","476.438095238095","352.075890167907","600.800300308284"
"District of Columbia","Male","75-84 years","371.190476190473","285.20450122835","457.176451152597"
"District of Columbia","Male","85+ years","456.847619047619","414.937244111786","498.757993983453"
"District of Columbia","Total","< 1 year","60.5476190476184","30.0455680789278","91.0496700163089"
"District of Columbia","Total","1-4 years","7.75329525483301","0.01","16.6914612429676"
"District of Columbia","Total","5-14 years","8.41364107883828","0.01","17.707711809642"
"District of Columbia","Total","15-24 years","55.5047619047609","15.7170186200159","95.292505189506"
"District of Columbia","Total","25-34 years","115.57619047619","64.1989106888745","166.953470263506"
"District of Columbia","Total","35-44 years","112.114285714284","11.50018411805","212.728387310518"
"District of Columbia","Total","45-54 years","349.399999999994","262.50497355888","436.295026441108"
"District of Columbia","Total","55-64 years","891.814285714285","813.122386702222","970.506184726348"
"District of Columbia","Total","65-74 years","857.366666666667","634.071299532175","1080.66203380116"
"District of Columbia","Total","75-84 years","771.923809523796","597.15809368825","946.689525359342"
"District of Columbia","Total","85+ years","1274.15238095238","1183.80001122853","1364.50475067623"
"Florida","Female","< 1 year","574.019047619047","463.15633987686","684.881755361235"
"Florida","Female","1-4 years","97.6285714285709","68.759955971322","126.49718688582"
"Florida","Female","5-14 years","120.009523809524","93.4830328569562","146.536014762091"
"Florida","Female","15-24 years","505.285714285714","398.825286945045","611.746141626383"
"Florida","Female","25-34 years","1169.35238095238","921.495967120746","1417.20879478402"
"Florida","Female","35-44 years","1732.22857142856","1353.46699944339","2110.99014341373"
"Florida","Female","45-54 years","4726.78571428572","3998.2733497897","5455.29807878175"
"Florida","Female","55-64 years","10237.4952380953","9753.39038909953","10721.6000870911"
"Florida","Female","65-74 years","15049.0285714286","12447.5999299193","17650.4572129379"
"Florida","Female","75-84 years","21587.7523809524","19064.6604179462","24110.8443439586"
"Florida","Female","85+ years","39246.8571428574","37283.0956956206","41210.6185900942"
"Florida","Male","< 1 year","751.9","606.259828885189","897.540171114811"
"Florida","Male","1-4 years","142.342857142858","118.020744869557","166.664969416158"
"Florida","Male","5-14 years","154.942857142857","105.254138542252","204.631575743462"
"Florida","Male","15-24 years","1390.99047619047","969.132167265999","1812.84878511495"
"Florida","Male","25-34 years","2594.14285714287","2071.51246685751","3116.77324742823"
"Florida","Male","35-44 years","2837.25238095237","2005.76212440835","3668.74263749639"
"Florida","Male","45-54 years","7187.3619047619","6052.81262029639","8321.91118922742"
"Florida","Male","55-64 years","16385.7047619048","15952.2465893713","16819.1629344383"
"Florida","Male","65-74 years","21522.2666666668","17799.4289491348","25245.1043841989"
"Florida","Male","75-84 years","25301.1333333333","22613.748413387","27988.5182532797"
"Florida","Male","85+ years","28062.5523809523","26748.8161926073","29376.2885692973"
"Florida","Total","< 1 year","1325.91904761905","1075.8928730063","1575.94522223179"
"Florida","Total","1-4 years","239.971428571429","198.120925195566","281.821931947292"
"Florida","Total","5-14 years","274.95238095238","210.083841445247","339.820920459513"
"Florida","Total","15-24 years","1896.27619047619","1394.75259042049","2397.79979053189"
"Florida","Total","25-34 years","3763.4952380952","3005.79844222322","4521.19203396718"
"Florida","Total","35-44 years","4569.48095238095","3384.75579808516","5754.20610667674"
"Florida","Total","45-54 years","11914.1476190476","10076.6077532909","13751.6874848043"
"Florida","Total","55-64 years","26623.2","25761.2475322982","27485.1524677017"
"Florida","Total","65-74 years","36571.2952380952","30263.4598960573","42879.1305801331"
"Florida","Total","75-84 years","46888.8857142857","41706.9240546834","52070.8473738879"
"Florida","Total","85+ years","67309.4095238098","64089.6924830311","70529.1265645885"
"Georgia","Female","< 1 year","408.72857142857","302.801011277846","514.656131579294"
"Georgia","Female","1-4 years","67.1809523809525","43.3276540250385","91.0342507368665"
"Georgia","Female","5-14 years","81.9333333333334","64.7390166549806","99.1276500116861"
"Georgia","Female","15-24 years","281.528571428571","213.590668111407","349.466474745735"
"Georgia","Female","25-34 years","581.814285714287","501.102688291257","662.525883137316"
"Georgia","Female","35-44 years","1044.58095238095","919.002416835718","1170.15948792618"
"Georgia","Female","45-54 years","2689.64285714286","2298.92633571395","3080.35937857177"
"Georgia","Female","55-64 years","5539.94285714289","5300.10883166883","5779.77688261694"
"Georgia","Female","65-74 years","7598.61904761905","6487.94393840444","8709.29415683367"
"Georgia","Female","75-84 years","9505.81904761905","8680.01233355267","10331.6257616854"
"Georgia","Female","85+ years","13540.280952381","13156.0108321184","13924.5510726435"
"Georgia","Male","< 1 year","460.176190476188","335.031874178184","585.320506774192"
"Georgia","Male","1-4 years","82.0380952380951","60.9616071572471","103.114583318943"
"Georgia","Male","5-14 years","114.414285714286","86.2873845867165","142.541186841855"
"Georgia","Male","15-24 years","790.419047619047","626.145130043132","954.692965194963"
"Georgia","Male","25-34 years","1279.21428571429","1094.80515988855","1463.62341154002"
"Georgia","Male","35-44 years","1517.68571428572","1195.49688128683","1839.8745472846"
"Georgia","Male","45-54 years","3762.48571428571","3363.90965512554","4161.06177344589"
"Georgia","Male","55-64 years","8143.92857142864","7918.68165671168","8369.1754861456"
"Georgia","Male","65-74 years","10055.2523809524","8637.17249017311","11473.3322717317"
"Georgia","Male","75-84 years","9636.6904761905","8694.83012655143","10578.5508258296"
"Georgia","Male","85+ years","7483.04285714281","7167.74458297516","7798.34113131045"
"Georgia","Total","< 1 year","868.90476190476","651.280322321888","1086.52920148763"
"Georgia","Total","1-4 years","149.219047619047","114.341617450552","184.096477787542"
"Georgia","Total","5-14 years","196.347619047619","160.679998170809","232.015239924428"
"Georgia","Total","15-24 years","1071.94761904762","855.553755197009","1288.34148289823"
"Georgia","Total","25-34 years","1861.02857142857","1614.44576478356","2107.61137807358"
"Georgia","Total","35-44 years","2562.26666666666","2130.92411771719","2993.60921561613"
"Georgia","Total","45-54 years","6452.12857142857","5689.93890484726","7214.31823800988"
"Georgia","Total","55-64 years","13683.8714285714","13333.1165878152","14034.6262693277"
