"State","Gender","Age.Cohort","Fit.Bound","LE"
"Alaska","Female","1-4 years","fit","80.8633833046225"
"Alaska","Female","1-4 years","lwr","77.8337185564853"
"Alaska","Female","1-4 years","upr","83.9598418176351"
"Alaska","Female","5-14 years","fit","76.9796745008695"
"Alaska","Female","5-14 years","lwr","74.0430548500046"
"Alaska","Female","5-14 years","upr","79.9917708007661"
"Alaska","Female","15-24 years","fit","67.0863000458283"
"Alaska","Female","15-24 years","lwr","64.2882746172682"
"Alaska","Female","15-24 years","upr","69.991909750985"
"Alaska","Female","25-34 years","fit","57.5951428746925"
"Alaska","Female","25-34 years","lwr","54.9938510324468"
"Alaska","Female","25-34 years","upr","60.3065891865276"
"Alaska","Female","35-44 years","fit","48.2562193444269"
"Alaska","Female","35-44 years","lwr","45.8839495097349"
"Alaska","Female","35-44 years","upr","50.7541727151887"
"Alaska","Female","45-54 years","fit","38.8897710307608"
"Alaska","Female","45-54 years","lwr","36.7218467459982"
"Alaska","Female","45-54 years","upr","41.1850412609824"
"Alaska","Female","55-64 years","fit","30.6122653765424"
"Alaska","Female","55-64 years","lwr","28.9437840344442"
"Alaska","Female","55-64 years","upr","32.4388263900105"
"Alaska","Female","65-74 years","fit","22.4823801236326"
"Alaska","Female","65-74 years","lwr","21.0893781412215"
"Alaska","Female","65-74 years","upr","24.0388148184125"
"Alaska","Female","75-84 years","fit","14.6336438818095"
"Alaska","Female","75-84 years","lwr","13.4232882417942"
"Alaska","Female","75-84 years","upr","15.9927802024895"
"Alaska","Female","85+ years","fit","8.67519638370982"
"Alaska","Female","85+ years","lwr","7.86015178027731"
"Alaska","Female","85+ years","upr","9.63957870583243"
"Alaska","Male","< 1 year","fit","76.651370853772"
"Alaska","Male","< 1 year","lwr","72.9778779941548"
"Alaska","Male","< 1 year","upr","80.4905470492803"
"Alaska","Male","1-4 years","fit","76.1824923217774"
"Alaska","Male","1-4 years","lwr","72.7575038490488"
"Alaska","Male","1-4 years","upr","79.7784207046497"
"Alaska","Male","5-14 years","fit","72.3200193871081"
"Alaska","Male","5-14 years","lwr","69.0149227350412"
"Alaska","Male","5-14 years","upr","75.8053198077247"
"Alaska","Male","15-24 years","fit","62.4756321345174"
"Alaska","Male","15-24 years","lwr","59.3001307155107"
"Alaska","Male","15-24 years","upr","65.8320754824623"
"Alaska","Male","25-34 years","fit","53.4878813537333"
"Alaska","Male","25-34 years","lwr","50.6625381188571"
"Alaska","Male","25-34 years","upr","56.5168359977718"
"Alaska","Male","35-44 years","fit","44.5251183957771"
"Alaska","Male","35-44 years","lwr","41.9859757609415"
"Alaska","Male","35-44 years","upr","47.2981738273317"
"Alaska","Male","45-54 years","fit","35.4228541426371"
"Alaska","Male","45-54 years","lwr","33.1445838226845"
"Alaska","Male","45-54 years","upr","37.9461868547866"
"Alaska","Male","55-64 years","fit","27.4435629318951"
"Alaska","Male","55-64 years","lwr","25.6344289677927"
"Alaska","Male","55-64 years","upr","29.4942231189906"
"Alaska","Male","65-74 years","fit","20.335394304279"
"Alaska","Male","65-74 years","lwr","18.8640098858391"
"Alaska","Male","65-74 years","upr","22.0595732525914"
"Alaska","Male","75-84 years","fit","13.1934225071857"
"Alaska","Male","75-84 years","lwr","11.9661468600285"
"Alaska","Male","75-84 years","upr","14.6628078934317"
"Alaska","Male","85+ years","fit","7.96683253102366"
"Alaska","Male","85+ years","lwr","6.95746664763278"
"Alaska","Male","85+ years","upr","9.24580959107717"
"Alaska","Total","< 1 year","fit","78.8839182329257"
"Alaska","Total","< 1 year","lwr","75.819470077073"
"Alaska","Total","< 1 year","upr","81.9795245021248"
"Alaska","Total","1-4 years","fit","78.3759811834684"
"Alaska","Total","1-4 years","lwr","75.5278854470517"
"Alaska","Total","1-4 years","upr","81.2590622410137"
"Alaska","Total","5-14 years","fit","74.5032745835758"
"Alaska","Total","5-14 years","lwr","71.7448158776689"
"Alaska","Total","5-14 years","upr","77.3051033816931"
"Alaska","Total","15-24 years","fit","64.6359253944027"
"Alaska","Total","15-24 years","lwr","61.9810201993102"
"Alaska","Total","15-24 years","upr","67.3368750306358"
"Alaska","Total","25-34 years","fit","55.4362098918973"
"Alaska","Total","25-34 years","lwr","52.9969092709334"
"Alaska","Total","25-34 years","upr","57.9310920576585"
"Alaska","Total","35-44 years","fit","46.3081517329615"
"Alaska","Total","35-44 years","lwr","44.1130508086022"
"Alaska","Total","35-44 years","upr","48.5818586989436"
"Alaska","Total","45-54 years","fit","37.0868351778176"
"Alaska","Total","45-54 years","lwr","35.0953109702603"
"Alaska","Total","45-54 years","upr","39.1640107128008"
"Alaska","Total","55-64 years","fit","28.9816037698801"
"Alaska","Total","55-64 years","lwr","27.4638219110326"
"Alaska","Total","55-64 years","upr","30.6011841711754"
"Alaska","Total","65-74 years","fit","21.4032055147387"
"Alaska","Total","65-74 years","lwr","20.1648955107947"
"Alaska","Total","65-74 years","upr","22.7509384052499"
"Alaska","Total","75-84 years","fit","13.947114600543"
"Alaska","Total","75-84 years","lwr","12.9308966584321"
"Alaska","Total","75-84 years","upr","15.0588942498341"
"Alaska","Total","85+ years","fit","8.38504113060863"
"Alaska","Total","85+ years","lwr","7.71922488542097"
"Alaska","Total","85+ years","upr","9.15589835333575"
"Arizona","Female","< 1 year","fit","83.1814588351837"
"Arizona","Female","< 1 year","lwr","81.293916290482"
"Arizona","Female","< 1 year","upr","85.0768875075061"
"Arizona","Female","1-4 years","fit","82.6396761657551"
"Arizona","Female","1-4 years","lwr","80.9640075072223"
"Arizona","Female","1-4 years","upr","84.3631311776135"
"Arizona","Female","5-14 years","fit","78.7271031253323"
"Arizona","Female","5-14 years","lwr","77.0997115627208"
"Arizona","Female","5-14 years","upr","80.4084413564733"
"Arizona","Female","15-24 years","fit","68.8093208607376"
"Arizona","Female","15-24 years","lwr","67.2126983609109"
"Arizona","Female","15-24 years","upr","70.4601102391328"
"Arizona","Female","25-34 years","fit","59.0878119524143"
"Arizona","Female","25-34 years","lwr","57.5760206915837"
"Arizona","Female","25-34 years","upr","60.6534413265009"
"Arizona","Female","35-44 years","fit","49.5368656708485"
"Arizona","Female","35-44 years","lwr","48.0933967266082"
"Arizona","Female","35-44 years","upr","51.0364813996042"
"Arizona","Female","45-54 years","fit","40.1428142167171"
"Arizona","Female","45-54 years","lwr","38.7775096344069"
"Arizona","Female","45-54 years","upr","41.5638565856443"
"Arizona","Female","55-64 years","fit","31.3544949507377"
"Arizona","Female","55-64 years","lwr","30.1523973079325"
"Arizona","Female","55-64 years","upr","32.6159548627157"
"Arizona","Female","65-74 years","fit","23.1684044631542"
"Arizona","Female","65-74 years","lwr","22.0153805313524"
"Arizona","Female","65-74 years","upr","24.3805627017876"
"Arizona","Female","75-84 years","fit","15.2474071635522"
"Arizona","Female","75-84 years","lwr","14.3633103294731"
"Arizona","Female","75-84 years","upr","16.1852311834265"
"Arizona","Female","85+ years","fit","8.64421803671826"
"Arizona","Female","85+ years","lwr","8.08904198264115"
"Arizona","Female","85+ years","upr","9.24192843288635"
"Arizona","Male","< 1 year","fit","78.2936684312564"
"Arizona","Male","< 1 year","lwr","75.9038184044404"
"Arizona","Male","< 1 year","upr","80.7622164249234"
"Arizona","Male","1-4 years","fit","77.7893488169997"
"Arizona","Male","1-4 years","lwr","75.611873006052"
"Arizona","Male","1-4 years","upr","80.0805101852601"
"Arizona","Male","5-14 years","fit","73.8999708317811"
"Arizona","Male","5-14 years","lwr","71.7730765933283"
"Arizona","Male","5-14 years","upr","76.1460661805142"
"Arizona","Male","15-24 years","fit","64.0006624384154"
