"State","Gender","Age.Cohort","Fit.Bound","LE"
"Connecticut","Total","5-14 years","upr","78.0789293573732"
"Connecticut","Total","15-24 years","upr","68.1305371965447"
"Connecticut","Total","25-34 years","upr","58.4458605978962"
"Connecticut","Total","35-44 years","upr","49.110111102356"
"Connecticut","Total","45-54 years","upr","39.9457823484819"
"Connecticut","Total","55-64 years","upr","31.0983916546424"
"Connecticut","Total","65-74 years","upr","22.778110764661"
"Connecticut","Total","75-84 years","upr","14.909127713462"
"Connecticut","Total","85+ years","upr","8.89094970372999"
"Delaware","Female","< 1 year","fit","81.8584056505644"
"Delaware","Female","1-4 years","fit","81.2917125370645"
"Delaware","Female","5-14 years","fit","77.3655256416114"
"Delaware","Female","15-24 years","fit","67.4544751693374"
"Delaware","Female","25-34 years","fit","57.7731345162707"
"Delaware","Female","35-44 years","fit","48.0906157605072"
"Delaware","Female","45-54 years","fit","38.8377229030008"
"Delaware","Female","55-64 years","fit","29.7824474841394"
"Delaware","Female","65-74 years","fit","21.3689726895479"
"Delaware","Female","75-84 years","fit","13.585507552291"
"Delaware","Female","85+ years","fit","7.49441180409884"
"Delaware","Female","< 1 year","lwr","81.4170336728939"
"Delaware","Female","1-4 years","lwr","80.8903028958726"
"Delaware","Female","5-14 years","lwr","76.9678775742976"
"Delaware","Female","15-24 years","lwr","67.0580012169631"
"Delaware","Female","25-34 years","lwr","57.3912992725597"
"Delaware","Female","35-44 years","lwr","47.7254487977364"
"Delaware","Female","45-54 years","lwr","38.4973602649033"
"Delaware","Female","55-64 years","lwr","29.4577554501714"
"Delaware","Female","65-74 years","lwr","21.0630562204362"
"Delaware","Female","75-84 years","lwr","13.321746385398"
"Delaware","Female","85+ years","lwr","7.3321883182696"
"Delaware","Female","< 1 year","upr","82.2781316886437"
"Delaware","Female","1-4 years","upr","81.6779296969036"
"Delaware","Female","5-14 years","upr","77.7483485387183"
"Delaware","Female","15-24 years","upr","67.8361486020636"
"Delaware","Female","25-34 years","upr","58.1414912237768"
"Delaware","Female","35-44 years","upr","48.4440179269101"
"Delaware","Female","45-54 years","upr","39.1680481249307"
"Delaware","Female","55-64 years","upr","30.0976297444841"
"Delaware","Female","65-74 years","upr","21.6656899137462"
"Delaware","Female","75-84 years","upr","13.8418826333998"
"Delaware","Female","85+ years","upr","7.65663528992815"
"Delaware","Male","< 1 year","fit","76.5850323078913"
"Delaware","Male","1-4 years","fit","75.9878997857213"
"Delaware","Male","5-14 years","fit","72.0428209534779"
"Delaware","Male","15-24 years","fit","62.1351841041942"
"Delaware","Male","25-34 years","fit","52.8940704895454"
"Delaware","Male","35-44 years","fit","44.0755801409729"
"Delaware","Male","45-54 years","fit","35.389266137715"
"Delaware","Male","55-64 years","fit","27.2315230053546"
"Delaware","Male","65-74 years","fit","19.6167372688606"
"Delaware","Male","75-84 years","fit","12.6423702501519"
"Delaware","Male","85+ years","fit","7.44373784378238"
"Delaware","Male","< 1 year","lwr","76.0776681674623"
"Delaware","Male","1-4 years","lwr","75.5051357193707"
"Delaware","Male","5-14 years","lwr","71.5624191290154"
"Delaware","Male","15-24 years","lwr","61.6557770480279"
"Delaware","Male","25-34 years","lwr","52.4466935421424"
"Delaware","Male","35-44 years","lwr","43.6891056093861"
"Delaware","Male","45-54 years","lwr","35.050027951013"
"Delaware","Male","55-64 years","lwr","26.9285768576408"
"Delaware","Male","65-74 years","lwr","19.3421831064395"
"Delaware","Male","75-84 years","lwr","12.4192536320935"
"Delaware","Male","85+ years","lwr","7.29545703715037"
"Delaware","Male","< 1 year","upr","77.0683141154499"
"Delaware","Male","1-4 years","upr","76.4494137992128"
"Delaware","Male","5-14 years","upr","72.5021718757526"
"Delaware","Male","15-24 years","upr","62.5935464513014"
"Delaware","Male","25-34 years","upr","53.3231021885084"
"Delaware","Male","35-44 years","upr","44.4499482755463"
"Delaware","Male","45-54 years","upr","35.7200119122622"
"Delaware","Male","55-64 years","upr","27.5276097401939"
"Delaware","Male","65-74 years","upr","19.8851141708586"
"Delaware","Male","75-84 years","upr","12.8615755342331"
"Delaware","Male","85+ years","upr","7.59201865041438"
"Delaware","Total","< 1 year","fit","79.2296225889007"
"Delaware","Total","1-4 years","fit","78.647684425998"
"Delaware","Total","5-14 years","fit","74.7117962821169"
"Delaware","Total","15-24 years","fit","64.802710561595"
"Delaware","Total","25-34 years","fit","55.355378126552"
"Delaware","Total","35-44 years","fit","46.1305633073838"
"Delaware","Total","45-54 years","fit","37.1703633383595"
"Delaware","Total","55-64 years","fit","28.5663990858928"
"Delaware","Total","65-74 years","fit","20.5477318886659"
"Delaware","Total","75-84 years","fit","13.154636379363"
"Delaware","Total","85+ years","fit","7.4748913446166"
"Delaware","Total","< 1 year","lwr","78.7682948983327"
"Delaware","Total","1-4 years","lwr","78.2167357689098"
"Delaware","Total","5-14 years","lwr","74.2837551358379"
"Delaware","Total","15-24 years","lwr","64.3757441425341"
"Delaware","Total","25-34 years","lwr","54.9523459883753"
"Delaware","Total","35-44 years","lwr","45.7676713382708"
"Delaware","Total","45-54 years","lwr","36.8436096530681"
"Delaware","Total","55-64 years","lwr","28.2652507453804"
"Delaware","Total","65-74 years","lwr","20.2705581489571"
"Delaware","Total","75-84 years","lwr","12.9265504294812"
"Delaware","Total","85+ years","lwr","7.34245633367875"
"Delaware","Total","< 1 year","upr","79.6684286782608"
"Delaware","Total","1-4 years","upr","79.0601445146497"
"Delaware","Total","5-14 years","upr","75.1216044810086"
"Delaware","Total","15-24 years","upr","65.2114581608575"
"Delaware","Total","25-34 years","upr","55.7422386569812"
"Delaware","Total","35-44 years","upr","46.4813659339112"
"Delaware","Total","45-54 years","upr","37.4876552874311"
"Delaware","Total","55-64 years","upr","28.8590807488722"
"Delaware","Total","65-74 years","upr","20.816896647274"
"Delaware","Total","75-84 years","upr","13.3768319892256"
"Delaware","Total","85+ years","upr","7.60732635555448"
"District of Columbia","Female","< 1 year","fit","80.2131530025588"
"District of Columbia","Female","1-4 years","fit","79.8124833218688"
"District of Columbia","Female","5-14 years","fit","76.0214836292046"
"District of Columbia","Female","15-24 years","fit","66.28949614928"
"District of Columbia","Female","25-34 years","fit","56.5862461089771"
"District of Columbia","Female","35-44 years","fit","46.8964416379418"
"District of Columbia","Female","45-54 years","fit","37.5360958634912"
"District of Columbia","Female","55-64 years","fit","29.1578883836699"
"District of Columbia","Female","65-74 years","fit","22.5517581982061"
"District of Columbia","Female","75-84 years","fit","15.861917251331"
"District of Columbia","Female","85+ years","fit","10.6314174423004"
"District of Columbia","Female","< 1 year","lwr","79.1300392846278"
"District of Columbia","Female","1-4 years","lwr","78.7997147078512"
"District of Columbia","Female","5-14 years","lwr","75.0404118931512"
"District of Columbia","Female","15-24 years","lwr","65.3244197334834"
"District of Columbia","Female","25-34 years","lwr","55.6608271729687"
"District of Columbia","Female","35-44 years","lwr","45.9997235324523"
"District of Columbia","Female","45-54 years","lwr","36.6493382653677"
"District of Columbia","Female","55-64 years","lwr","28.3522265032396"
"District of Columbia","Female","65-74 years","lwr","21.7580267495637"
"District of Columbia","Female","75-84 years","lwr","15.1472932960398"
"District of Columbia","Female","85+ years","lwr","10.0608490985052"
"District of Columbia","Female","< 1 year","upr","81.2268669044971"
"District of Columbia","Female","1-4 years","upr","80.7701445780879"
"District of Columbia","Female","5-14 years","upr","76.9552491397341"
"District of Columbia","Female","15-24 years","upr","67.2091742399402"
"District of Columbia","Female","25-34 years","upr","57.4753073301546"
"District of Columbia","Female","35-44 years","upr","47.7618743901068"
"District of Columbia","Female","45-54 years","upr","38.3918073058314"
"District of Columbia","Female","55-64 years","upr","29.942179254405"
"District of Columbia","Female","65-74 years","upr","23.3220962068988"
"District of Columbia","Female","75-84 years","upr","16.5590565069146"
"District of Columbia","Female","85+ years","upr","11.2019857860956"
"District of Columbia","Male","< 1 year","fit","71.6292415638964"
"District of Columbia","Male","1-4 years","fit","71.4306457700666"
"District of Columbia","Male","5-14 years","fit","67.6126056193068"
"District of Columbia","Male","15-24 years","fit","57.8113866555951"
"District of Columbia","Male","25-34 years","fit","49.3056961356947"
"District of Columbia","Male","35-44 years","fit","40.2055999925895"
"District of Columbia","Male","45-54 years","fit","31.5681607405602"
"District of Columbia","Male","55-64 years","fit","23.7529775697863"
"District of Columbia","Male","65-74 years","fit","18.2023058688891"
"District of Columbia","Male","75-84 years","fit","13.4716328073713"
"District of Columbia","Male","85+ years","fit","9.75516273537603"
"District of Columbia","Male","< 1 year","lwr","70.6154178015277"
"District of Columbia","Male","1-4 years","lwr","70.5025704635343"
"District of Columbia","Male","5-14 years","lwr","66.7131393877165"
"District of Columbia","Male","15-24 years","lwr","56.9224275333679"
"District of Columbia","Male","25-34 years","lwr","48.5736715391206"
"District of Columbia","Male","35-44 years","lwr","39.5558543892855"
"District of Columbia","Male","45-54 years","lwr","30.9511552101732"
"District of Columbia","Male","55-64 years","lwr","23.2031980084863"
"District of Columbia","Male","65-74 years","lwr","17.6611514019418"
"District of Columbia","Male","75-84 years","lwr","13.0612814864075"
"District of Columbia","Male","85+ years","lwr","9.4419536792821"
"District of Columbia","Male","< 1 year","upr","72.5543177359418"
"District of Columbia","Male","1-4 years","upr","72.2860020723094"
"District of Columbia","Male","5-14 years","upr","68.4465379596342"
"District of Columbia","Male","15-24 years","upr","58.6358775260135"
"District of Columbia","Male","25-34 years","upr","50.0027820043855"
"District of Columbia","Male","35-44 years","upr","40.8345722798743"
"District of Columbia","Male","45-54 years","upr","32.1662301722479"
"District of Columbia","Male","55-64 years","upr","24.2890352345304"
"District of Columbia","Male","65-74 years","upr","18.727156108802"
"District of Columbia","Male","75-84 years","upr","13.8752943659784"
"District of Columbia","Male","85+ years","upr","10.0683717914699"
"District of Columbia","Total","< 1 year","fit","75.9535251970722"
"District of Columbia","Total","1-4 years","fit","75.664880058319"
"District of Columbia","Total","5-14 years","fit","71.8603089120759"
"District of Columbia","Total","15-24 years","fit","62.0924101445567"
"District of Columbia","Total","25-34 years","fit","52.9828953867727"
"District of Columbia","Total","35-44 years","fit","43.5931470447495"
"District of Columbia","Total","45-54 years","fit","34.6211609451694"
"District of Columbia","Total","55-64 years","fit","26.5730297120368"
"District of Columbia","Total","65-74 years","fit","20.5943383842568"
"District of Columbia","Total","75-84 years","fit","14.8592699232776"
"District of Columbia","Total","85+ years","fit","10.3193749703008"
"District of Columbia","Total","< 1 year","lwr","74.8828747091323"
"District of Columbia","Total","1-4 years","lwr","74.6705007040453"
"District of Columbia","Total","5-14 years","lwr","70.8959772404931"
"District of Columbia","Total","15-24 years","lwr","61.140983133269"
"District of Columbia","Total","25-34 years","lwr","52.1371185043766"
"District of Columbia","Total","35-44 years","lwr","42.8031550032941"
"District of Columbia","Total","45-54 years","lwr","33.8505345321698"
"District of Columbia","Total","55-64 years","lwr","25.8770538577076"
"District of Columbia","Total","65-74 years","lwr","19.9045192337154"
"District of Columbia","Total","75-84 years","lwr","14.2687396417862"
"District of Columbia","Total","85+ years","lwr","9.85405269104911"
"District of Columbia","Total","< 1 year","upr","76.9441646745607"
"District of Columbia","Total","1-4 years","upr","76.5936422527623"
"District of Columbia","Total","5-14 years","upr","72.7664800095314"
"District of Columbia","Total","15-24 years","upr","62.9870927891278"
"District of Columbia","Total","25-34 years","upr","53.7939385486637"
"District of Columbia","Total","35-44 years","upr","44.3581378346709"
"District of Columbia","Total","45-54 years","upr","35.3675842647339"
"District of Columbia","Total","55-64 years","upr","27.2520040647828"
"District of Columbia","Total","65-74 years","upr","21.2645346763443"
"District of Columbia","Total","75-84 years","upr","15.4374592590357"
"District of Columbia","Total","85+ years","upr","10.7846972495524"
"Florida","Female","< 1 year","fit","83.039072637453"
"Florida","Female","1-4 years","fit","82.4562921620517"
"Florida","Female","5-14 years","fit","78.5291007050158"
"Florida","Female","15-24 years","fit","68.6088847638639"
"Florida","Female","25-34 years","fit","58.9260409419763"
"Florida","Female","35-44 years","fit","49.46434207072"
"Florida","Female","45-54 years","fit","40.2715569565475"
"Florida","Female","55-64 years","fit","31.4325791668469"
"Florida","Female","65-74 years","fit","23.294419318669"
"Florida","Female","75-84 years","fit","15.5696793435466"
"Florida","Female","85+ years","fit","9.42283695245962"
"Florida","Female","< 1 year","lwr","82.4386388684985"
"Florida","Female","1-4 years","lwr","81.89042011196"
"Florida","Female","5-14 years","lwr","77.9670990911712"
"Florida","Female","15-24 years","lwr","68.0474681554423"
"Florida","Female","25-34 years","lwr","58.3771162805576"
"Florida","Female","35-44 years","lwr","48.9270091901578"
"Florida","Female","45-54 years","lwr","39.7646895283338"
"Florida","Female","55-64 years","lwr","30.9481493205585"
"Florida","Female","65-74 years","lwr","22.8403934571347"
"Florida","Female","75-84 years","lwr","15.1580342205562"
"Florida","Female","85+ years","lwr","9.05006016586256"
"Florida","Female","< 1 year","upr","83.6214017988108"
"Florida","Female","1-4 years","upr","83.0092855646758"
"Florida","Female","5-14 years","upr","79.0786311505887"
"Florida","Female","15-24 years","upr","69.1578340097362"
"Florida","Female","25-34 years","upr","59.463546375829"
"Florida","Female","35-44 years","upr","49.9908432461166"
"Florida","Female","45-54 years","upr","40.7701965750537"
"Florida","Female","55-64 years","upr","31.9099553071736"
"Florida","Female","65-74 years","upr","23.7429177151356"
"Florida","Female","75-84 years","upr","15.9786098632501"
"Florida","Female","85+ years","upr","9.79561373905671"
"Florida","Male","< 1 year","fit","77.1210293817813"
"Florida","Male","1-4 years","fit","76.5686235586603"
"Florida","Male","5-14 years","fit","72.6562533512282"
"Florida","Male","15-24 years","fit","62.7757823333619"
"Florida","Male","25-34 years","fit","53.5628343049465"
"Florida","Male","35-44 years","fit","44.6370779226638"
"Florida","Male","45-54 years","fit","35.960366675567"
"Florida","Male","55-64 years","fit","27.7247822493036"
"Florida","Male","65-74 years","fit","20.6775032095193"
"Florida","Male","75-84 years","fit","14.1101885829076"
"Florida","Male","85+ years","fit","9.14205972556234"
"Florida","Male","< 1 year","lwr","76.5124159865531"
"Florida","Male","1-4 years","lwr","75.9956996660397"
"Florida","Male","5-14 years","lwr","72.0877943881704"
"Florida","Male","15-24 years","lwr","62.2082330603671"
"Florida","Male","25-34 years","lwr","53.0282614871954"
"Florida","Male","35-44 years","lwr","44.1236677435546"
"Florida","Male","45-54 years","lwr","35.4986474875843"
"Florida","Male","55-64 years","lwr","27.2905068921825"
"Florida","Male","65-74 years","lwr","20.3105507814223"
"Florida","Male","75-84 years","lwr","13.8165529684147"
"Florida","Male","85+ years","lwr","8.88674493578602"
"Florida","Male","< 1 year","upr","77.7042131736438"
"Florida","Male","1-4 years","upr","77.1213414034067"
"Florida","Male","5-14 years","upr","73.2049556680902"
"Florida","Male","15-24 years","upr","63.323569063984"
"Florida","Male","25-34 years","upr","54.080507307324"
"Florida","Male","35-44 years","upr","45.1344628674944"
"Florida","Male","45-54 years","upr","36.4104796759653"
"Florida","Male","55-64 years","upr","28.1484090419049"
"Florida","Male","65-74 years","upr","21.037778138251"
"Florida","Male","75-84 years","upr","14.401898394032"
"Florida","Male","85+ years","upr","9.39737451533862"
"Florida","Total","< 1 year","fit","80.0534943715572"
"Florida","Total","1-4 years","fit","79.4876757966686"
"Florida","Total","5-14 years","fit","75.5685330391688"
"Florida","Total","15-24 years","fit","65.6696415631252"
"Florida","Total","25-34 years","fit","56.239055557113"
"Florida","Total","35-44 years","fit","47.0669029319284"
"Florida","Total","45-54 years","fit","38.1472301632299"
"Florida","Total","55-64 years","fit","29.6274070987186"
"Florida","Total","65-74 years","fit","22.045471998112"
"Florida","Total","75-84 years","fit","14.8887665318324"
"Florida","Total","85+ years","fit","9.30470431779506"
"Florida","Total","< 1 year","lwr","79.4467160066219"
"Florida","Total","1-4 years","lwr","78.9160980169827"
"Florida","Total","5-14 years","lwr","75.0011577863503"
"Florida","Total","15-24 years","lwr","65.1030185902009"
"Florida","Total","25-34 years","lwr","55.6955352664587"
"Florida","Total","35-44 years","lwr","46.5403413899067"
"Florida","Total","45-54 years","lwr","37.6621149080543"
"Florida","Total","55-64 years","lwr","29.1680209265672"
"Florida","Total","65-74 years","lwr","21.632893739638"
"Florida","Total","75-84 years","lwr","14.5324506657408"
"Florida","Total","85+ years","lwr","8.98758723687948"
"Florida","Total","< 1 year","upr","80.6385492390833"
"Florida","Total","1-4 years","upr","80.042758822814"
"Florida","Total","5-14 years","upr","76.1198461226771"
"Florida","Total","15-24 years","upr","66.2202024714601"
"Florida","Total","25-34 years","upr","56.7684847927695"
"Florida","Total","35-44 years","upr","47.580155420589"
"Florida","Total","45-54 years","upr","38.6225827062603"
"Florida","Total","55-64 years","upr","30.0781784883786"
"Florida","Total","65-74 years","upr","22.4519870166669"
"Florida","Total","75-84 years","upr","15.2427062229112"
"Florida","Total","85+ years","upr","9.62182139871063"
"Georgia","Female","< 1 year","fit","80.8955817809706"
"Georgia","Female","1-4 years","fit","80.2965130919109"
"Georgia","Female","5-14 years","fit","76.3784130398752"
"Georgia","Female","15-24 years","fit","66.4651044457476"
"Georgia","Female","25-34 years","fit","56.7086141913389"
"Georgia","Female","35-44 years","fit","47.115700139663"
"Georgia","Female","45-54 years","fit","37.7973625569907"
"Georgia","Female","55-64 years","fit","28.9275814221582"
"Georgia","Female","65-74 years","fit","20.8635094362648"
"Georgia","Female","75-84 years","fit","13.4170581928674"
"Georgia","Female","85+ years","fit","7.76834046719934"
"Georgia","Female","< 1 year","lwr","80.4767304982635"
"Georgia","Female","1-4 years","lwr","79.9257562159652"
"Georgia","Female","5-14 years","lwr","76.012357773015"
"Georgia","Female","15-24 years","lwr","66.1000704476444"
"Georgia","Female","25-34 years","lwr","56.3464055360878"
"Georgia","Female","35-44 years","lwr","46.7575075456928"
"Georgia","Female","45-54 years","lwr","37.4520138337364"
"Georgia","Female","55-64 years","lwr","28.5953627783062"
"Georgia","Female","65-74 years","lwr","20.5533509222077"
"Georgia","Female","75-84 years","lwr","13.1621319556628"
"Georgia","Female","85+ years","lwr","7.49229810087083"
"Georgia","Female","< 1 year","upr","81.299167464411"
"Georgia","Female","1-4 years","upr","80.6616053009641"
"Georgia","Female","5-14 years","upr","76.7393199813994"
"Georgia","Female","15-24 years","upr","66.8250175424417"
"Georgia","Female","25-34 years","upr","57.0657783192854"
"Georgia","Female","35-44 years","upr","47.4689411283281"
"Georgia","Female","45-54 years","upr","38.1383531233805"
"Georgia","Female","55-64 years","upr","29.2558577403149"
"Georgia","Female","65-74 years","upr","21.1704915474238"
"Georgia","Female","75-84 years","upr","13.6725946183478"
"Georgia","Female","85+ years","upr","8.0443828335278"
"Georgia","Male","< 1 year","fit","75.7591424802935"
"Georgia","Male","1-4 years","fit","75.1751972448228"
"Georgia","Male","5-14 years","fit","71.2559964916634"
"Georgia","Male","15-24 years","fit","61.3754213197016"
"Georgia","Male","25-34 years","fit","52.0238857729299"
"Georgia","Male","35-44 years","fit","42.9485161982693"
"Georgia","Male","45-54 years","fit","34.1012582370177"
"Georgia","Male","55-64 years","fit","25.6566651491577"
"Georgia","Male","65-74 years","fit","18.4820378317098"
"Georgia","Male","75-84 years","fit","12.0338376096576"
"Georgia","Male","85+ years","fit","7.27290628408248"
"Georgia","Male","< 1 year","lwr","75.3481677758642"
"Georgia","Male","1-4 years","lwr","74.8135658002383"
"Georgia","Male","5-14 years","lwr","70.8991739504752"
"Georgia","Male","15-24 years","lwr","61.020123988095"
"Georgia","Male","25-34 years","lwr","51.6792605751801"
"Georgia","Male","35-44 years","lwr","42.611186315711"
"Georgia","Male","45-54 years","lwr","33.7967359686839"
"Georgia","Male","55-64 years","lwr","25.3714277592915"
"Georgia","Male","65-74 years","lwr","18.225344346197"
"Georgia","Male","75-84 years","lwr","11.8749070177854"
"Georgia","Male","85+ years","lwr","7.10872574793478"
"Georgia","Male","< 1 year","upr","76.1498579106646"
"Georgia","Male","1-4 years","upr","75.5263207981489"
"Georgia","Male","5-14 years","upr","71.6028517743501"
"Georgia","Male","15-24 years","upr","61.7207874682823"
"Georgia","Male","25-34 years","upr","52.35893553474"
"Georgia","Male","35-44 years","upr","43.2763022799697"
"Georgia","Male","45-54 years","upr","34.3982563819182"
"Georgia","Male","55-64 years","upr","25.934837555182"
"Georgia","Male","65-74 years","upr","18.7320469995146"
"Georgia","Male","75-84 years","upr","12.1928487685471"
"Georgia","Male","85+ years","upr","7.43708682023019"
"Georgia","Total","< 1 year","fit","78.3667778288513"
"Georgia","Total","1-4 years","fit","77.7766588382608"
"Georgia","Total","5-14 years","fit","73.858165883951"
"Georgia","Total","15-24 years","fit","63.9623847423705"
"Georgia","Total","25-34 years","fit","54.4220640150047"
"Georgia","Total","35-44 years","fit","45.101177227551"
"Georgia","Total","45-54 years","fit","36.021652829344"
"Georgia","Total","55-64 years","fit","27.3749453542813"
"Georgia","Total","65-74 years","fit","19.7720367733207"
"Georgia","Total","75-84 years","fit","12.8169373883851"
"Georgia","Total","85+ years","fit","7.58839536733281"
"Georgia","Total","< 1 year","lwr","77.9538443490853"
"Georgia","Total","1-4 years","lwr","77.4125011412596"
"Georgia","Total","5-14 years","lwr","73.49877175959"
"Georgia","Total","15-24 years","lwr","63.6042731464135"
"Georgia","Total","25-34 years","lwr","54.0697674817513"
"Georgia","Total","35-44 years","lwr","44.7530733664612"
"Georgia","Total","45-54 years","lwr","35.6949115620265"
"Georgia","Total","55-64 years","lwr","27.0642035618324"
"Georgia","Total","65-74 years","lwr","19.4857397108276"
"Georgia","Total","75-84 years","lwr","12.6041077299408"
"Georgia","Total","85+ years","lwr","7.3578733924755"
"Georgia","Total","< 1 year","upr","78.7624888846328"
"Georgia","Total","1-4 years","upr","78.1332655107159"
"Georgia","Total","5-14 years","upr","74.2105385307143"
"Georgia","Total","15-24 years","upr","64.3135080662143"
"Georgia","Total","25-34 years","upr","54.7675299274553"
"Georgia","Total","35-44 years","upr","45.4424672761643"
"Georgia","Total","45-54 years","upr","36.3427199647958"
"Georgia","Total","55-64 years","upr","27.6804629053688"
"Georgia","Total","65-74 years","upr","20.0537038327826"
"Georgia","Total","75-84 years","upr","13.0301997429685"
"Georgia","Total","85+ years","upr","7.81891734219017"
"Hawaii","Female","< 1 year","fit","86.241021612005"
"Hawaii","Female","1-4 years","fit","85.7014140982644"
"Hawaii","Female","5-14 years","fit","81.7392498512556"
"Hawaii","Female","15-24 years","fit","71.7932514914057"
"Hawaii","Female","25-34 years","fit","62.0233974396196"
"Hawaii","Female","35-44 years","fit","52.336677538661"
"Hawaii","Female","45-54 years","fit","42.8100288314569"
"Hawaii","Female","55-64 years","fit","33.7901608813342"
"Hawaii","Female","65-74 years","fit","25.4024686605458"
"Hawaii","Female","75-84 years","fit","17.4207192199808"
"Hawaii","Female","85+ years","fit","11.3493385934336"
"Hawaii","Female","< 1 year","lwr","85.4663077420017"
"Hawaii","Female","1-4 years","lwr","84.972402351824"
"Hawaii","Female","5-14 years","lwr","81.0160954521046"
"Hawaii","Female","15-24 years","lwr","71.071970690473"
"Hawaii","Female","25-34 years","lwr","61.306986198569"
"Hawaii","Female","35-44 years","lwr","51.6397540695038"
"Hawaii","Female","45-54 years","lwr","42.1156511092861"
"Hawaii","Female","55-64 years","lwr","33.1097708929535"
"Hawaii","Female","65-74 years","lwr","24.7466676546066"
"Hawaii","Female","75-84 years","lwr","16.8134422305468"
"Hawaii","Female","85+ years","lwr","10.9084552964647"
"Hawaii","Female","< 1 year","upr","86.9793216398413"
"Hawaii","Female","1-4 years","upr","86.4020317552429"
"Hawaii","Female","5-14 years","upr","82.4354519548238"
"Hawaii","Female","15-24 years","upr","72.4877150499999"
"Hawaii","Female","25-34 years","upr","62.7131973830341"
"Hawaii","Female","35-44 years","upr","53.0094162209048"
"Hawaii","Female","45-54 years","upr","43.4800845391367"
"Hawaii","Female","55-64 years","upr","34.4464906819682"
"Hawaii","Female","65-74 years","upr","26.0347289811747"
"Hawaii","Female","75-84 years","upr","18.0073070208235"
"Hawaii","Female","85+ years","upr","11.7902218904026"
"Hawaii","Male","< 1 year","fit","79.8604113060403"
"Hawaii","Male","1-4 years","fit","79.2055745697787"
"Hawaii","Male","5-14 years","fit","75.2304195489807"
"Hawaii","Male","15-24 years","fit","65.3237926705985"
"Hawaii","Male","25-34 years","fit","55.7897618935002"
"Hawaii","Male","35-44 years","fit","46.3176816456829"
"Hawaii","Male","45-54 years","fit","37.295367058702"
"Hawaii","Male","55-64 years","fit","28.9612329963921"
"Hawaii","Male","65-74 years","fit","21.6397268052398"
"Hawaii","Male","75-84 years","fit","14.6823622360542"
"Hawaii","Male","85+ years","fit","9.83552683965807"
"Hawaii","Male","< 1 year","lwr","78.9552241768889"
"Hawaii","Male","1-4 years","lwr","78.3345825955104"
"Hawaii","Male","5-14 years","lwr","74.3632544036892"
"Hawaii","Male","15-24 years","lwr","64.4600162880939"
"Hawaii","Male","25-34 years","lwr","54.9379151465941"
"Hawaii","Male","35-44 years","lwr","45.5055320135949"
"Hawaii","Male","45-54 years","lwr","36.4992624391796"
"Hawaii","Male","55-64 years","lwr","28.1763761311271"
"Hawaii","Male","65-74 years","lwr","20.9005874981786"
"Hawaii","Male","75-84 years","lwr","14.0304509971104"
"Hawaii","Male","85+ years","lwr","9.32347062220798"
"Hawaii","Male","< 1 year","upr","80.7266748568351"
"Hawaii","Male","1-4 years","upr","80.0437356563353"
"Hawaii","Male","5-14 years","upr","76.065703549339"
"Hawaii","Male","15-24 years","upr","66.155951275298"
"Hawaii","Male","25-34 years","upr","56.6106497271073"
"Hawaii","Male","35-44 years","upr","47.1048318710036"
"Hawaii","Male","45-54 years","upr","38.0670011534613"
"Hawaii","Male","55-64 years","upr","29.7210789254868"
"Hawaii","Male","65-74 years","upr","22.3554740816265"
"Hawaii","Male","75-84 years","upr","15.318490296566"
"Hawaii","Male","85+ years","upr","10.3475830571081"
"Hawaii","Total","< 1 year","fit","82.9857890681524"
"Hawaii","Total","1-4 years","fit","82.390792075344"
"Hawaii","Total","5-14 years","fit","78.4217602773172"
"Hawaii","Total","15-24 years","fit","68.4970556153021"
"Hawaii","Total","25-34 years","fit","58.8617396638835"
"Hawaii","Total","35-44 years","fit","49.2962111484402"
"Hawaii","Total","45-54 years","fit","40.0460769301821"
"Hawaii","Total","55-64 years","fit","31.4037067299775"
"Hawaii","Total","65-74 years","fit","23.588876565487"
"Hawaii","Total","75-84 years","fit","16.1648999791391"
"Hawaii","Total","85+ years","fit","10.7507445963383"
"Hawaii","Total","< 1 year","lwr","82.1578452601266"
"Hawaii","Total","1-4 years","lwr","81.601620428544"
"Hawaii","Total","5-14 years","lwr","77.6373676526832"
"Hawaii","Total","15-24 years","lwr","67.715346114776"
"Hawaii","Total","25-34 years","lwr","58.0871243011888"
"Hawaii","Total","35-44 years","lwr","48.55163027625"
"Hawaii","Total","45-54 years","lwr","39.3093883061106"
"Hawaii","Total","55-64 years","lwr","30.6816538965019"
"Hawaii","Total","65-74 years","lwr","22.9026232592121"
"Hawaii","Total","75-84 years","lwr","15.5476134038155"
"Hawaii","Total","85+ years","lwr","10.295073887854"
"Hawaii","Total","< 1 year","upr","83.7765608444848"
"Hawaii","Total","1-4 years","upr","83.1494515931613"
"Hawaii","Total","5-14 years","upr","79.1768203795311"
"Hawaii","Total","15-24 years","upr","69.2496335279617"
"Hawaii","Total","25-34 years","upr","59.6074899157123"
"Hawaii","Total","35-44 years","upr","50.0160630405533"
"Hawaii","Total","45-54 years","upr","40.75804491419"
"Hawaii","Total","55-64 years","upr","32.1010047940622"
"Hawaii","Total","65-74 years","upr","24.2513715336591"
"Hawaii","Total","75-84 years","upr","16.763402996756"
"Hawaii","Total","85+ years","upr","11.2064153048226"
"Idaho","Female","< 1 year","fit","81.8506871697239"
"Idaho","Female","1-4 years","fit","81.1700415068908"
"Idaho","Female","5-14 years","fit","77.2137445873175"
