Age Group,State,Gender,Yearly July 1st Estimates,Population
30-34 years,Arkansas,Female,2019,95820
30-34 years,Arkansas,Male,1990,88416
30-34 years,Arkansas,Male,1991,89752
30-34 years,Arkansas,Male,1992,90327
30-34 years,Arkansas,Male,1993,91957
30-34 years,Arkansas,Male,1994,93079
30-34 years,Arkansas,Male,1995,93005
30-34 years,Arkansas,Male,1996,91818
30-34 years,Arkansas,Male,1997,90022
30-34 years,Arkansas,Male,1998,87967
30-34 years,Arkansas,Male,1999,87395
30-34 years,Arkansas,Male,2000,88152
30-34 years,Arkansas,Male,2001,88628
30-34 years,Arkansas,Male,2002,88612
30-34 years,Arkansas,Male,2003,88625
30-34 years,Arkansas,Male,2004,88195
30-34 years,Arkansas,Male,2005,87533
30-34 years,Arkansas,Male,2006,86643
30-34 years,Arkansas,Male,2007,86954
30-34 years,Arkansas,Male,2008,88130
30-34 years,Arkansas,Male,2009,90242
30-34 years,Arkansas,Male,2010,92820
30-34 years,Arkansas,Male,2011,94829
30-34 years,Arkansas,Male,2012,96213
30-34 years,Arkansas,Male,2013,96978
30-34 years,Arkansas,Male,2014,97073
30-34 years,Arkansas,Male,2015,95938
30-34 years,Arkansas,Male,2016,95286
30-34 years,Arkansas,Male,2017,94943
30-34 years,Arkansas,Male,2018,94920
30-34 years,Arkansas,Male,2019,95549
30-34 years,California,Female,1990,1376837
30-34 years,California,Female,1991,1406021
30-34 years,California,Female,1992,1431059
30-34 years,California,Female,1993,1436446
30-34 years,California,Female,1994,1431636
30-34 years,California,Female,1995,1411661
30-34 years,California,Female,1996,1382143
30-34 years,California,Female,1997,1363206
30-34 years,California,Female,1998,1340469
30-34 years,California,Female,1999,1318261
30-34 years,California,Female,2000,1306036
30-34 years,California,Female,2001,1324879
30-34 years,California,Female,2002,1326750
30-34 years,California,Female,2003,1319016
30-34 years,California,Female,2004,1298333
30-34 years,California,Female,2005,1263443
30-34 years,California,Female,2006,1234424
30-34 years,California,Female,2007,1224203
30-34 years,California,Female,2008,1228822
30-34 years,California,Female,2009,1249089
30-34 years,California,Female,2010,1274437
30-34 years,California,Female,2011,1299223
30-34 years,California,Female,2012,1324066
30-34 years,California,Female,2013,1350575
30-34 years,California,Female,2014,1371825
30-34 years,California,Female,2015,1384426
30-34 years,California,Female,2016,1395003
30-34 years,California,Female,2017,1399788
30-34 years,California,Female,2018,1411227
30-34 years,California,Female,2019,1432403
30-34 years,California,Male,1990,1455971
30-34 years,California,Male,1991,1492313
30-34 years,California,Male,1992,1522254
30-34 years,California,Male,1993,1528643
30-34 years,California,Male,1994,1522055
30-34 years,California,Male,1995,1499488
30-34 years,California,Male,1996,1466798
30-34 years,California,Male,1997,1443593
30-34 years,California,Male,1998,1417994
30-34 years,California,Male,1999,1396298
30-34 years,California,Male,2000,1385574
30-34 years,California,Male,2001,1397761
30-34 years,California,Male,2002,1394749
30-34 years,California,Male,2003,1377207
30-34 years,California,Male,2004,1350391
30-34 years,California,Male,2005,1308978
30-34 years,California,Male,2006,1277634
30-34 years,California,Male,2007,1264026
30-34 years,California,Male,2008,1268756
30-34 years,California,Male,2009,1285607
30-34 years,California,Male,2010,1310077
30-34 years,California,Male,2011,1336916
30-34 years,California,Male,2012,1367347
30-34 years,California,Male,2013,1399901
30-34 years,California,Male,2014,1427527
30-34 years,California,Male,2015,1444773
30-34 years,California,Male,2016,1467574
30-34 years,California,Male,2017,1483055
30-34 years,California,Male,2018,1500977
30-34 years,California,Male,2019,1525571
30-34 years,Colorado,Female,1990,160161
30-34 years,Colorado,Female,1991,164101
30-34 years,Colorado,Female,1992,167363
30-34 years,Colorado,Female,1993,170702
30-34 years,Colorado,Female,1994,172263
30-34 years,Colorado,Female,1995,170891
30-34 years,Colorado,Female,1996,166728
30-34 years,Colorado,Female,1997,161792
30-34 years,Colorado,Female,1998,158006
30-34 years,Colorado,Female,1999,157805
30-34 years,Colorado,Female,2000,160076
30-34 years,Colorado,Female,2001,165274
30-34 years,Colorado,Female,2002,168076
30-34 years,Colorado,Female,2003,167995
30-34 years,Colorado,Female,2004,165807
30-34 years,Colorado,Female,2005,162822
30-34 years,Colorado,Female,2006,161002
30-34 years,Colorado,Female,2007,162083
30-34 years,Colorado,Female,2008,165195
30-34 years,Colorado,Female,2009,168934
30-34 years,Colorado,Female,2010,173755
30-34 years,Colorado,Female,2011,179446
30-34 years,Colorado,Female,2012,184824
30-34 years,Colorado,Female,2013,189626
30-34 years,Colorado,Female,2014,193822
30-34 years,Colorado,Female,2015,198730
30-34 years,Colorado,Female,2016,203327
30-34 years,Colorado,Female,2017,206732
30-34 years,Colorado,Female,2018,211003
30-34 years,Colorado,Female,2019,215607
30-34 years,Colorado,Male,1990,161133
30-34 years,Colorado,Male,1991,166896
30-34 years,Colorado,Male,1992,172102
30-34 years,Colorado,Male,1993,176841
30-34 years,Colorado,Male,1994,179769
30-34 years,Colorado,Male,1995,179585
30-34 years,Colorado,Male,1996,176205
30-34 years,Colorado,Male,1997,172005
30-34 years,Colorado,Male,1998,169133
30-34 years,Colorado,Male,1999,170123
30-34 years,Colorado,Male,2000,173706
30-34 years,Colorado,Male,2001,181109
30-34 years,Colorado,Male,2002,184737
30-34 years,Colorado,Male,2003,182753
30-34 years,Colorado,Male,2004,181696
30-34 years,Colorado,Male,2005,176714
30-34 years,Colorado,Male,2006,173945
30-34 years,Colorado,Male,2007,173676
30-34 years,Colorado,Male,2008,175372
30-34 years,Colorado,Male,2009,178929
30-34 years,Colorado,Male,2010,182697
30-34 years,Colorado,Male,2011,188815
30-34 years,Colorado,Male,2012,194641
30-34 years,Colorado,Male,2013,200645
30-34 years,Colorado,Male,2014,206217
30-34 years,Colorado,Male,2015,212825
30-34 years,Colorado,Male,2016,219951
30-34 years,Colorado,Male,2017,225576
30-34 years,Colorado,Male,2018,230580
30-34 years,Colorado,Male,2019,236587
30-34 years,Connecticut,Female,1990,149450
30-34 years,Connecticut,Female,1991,150277
30-34 years,Connecticut,Female,1992,149211
30-34 years,Connecticut,Female,1993,147690
30-34 years,Connecticut,Female,1994,146410
30-34 years,Connecticut,Female,1995,144230
30-34 years,Connecticut,Female,1996,141480
30-34 years,Connecticut,Female,1997,137922
30-34 years,Connecticut,Female,1998,133582
30-34 years,Connecticut,Female,1999,129662
30-34 years,Connecticut,Female,2000,127472
30-34 years,Connecticut,Female,2001,124918
30-34 years,Connecticut,Female,2002,122937
30-34 years,Connecticut,Female,2003,119747
30-34 years,Connecticut,Female,2004,114846
30-34 years,Connecticut,Female,2005,109343
30-34 years,Connecticut,Female,2006,105250
30-34 years,Connecticut,Female,2007,103125
30-34 years,Connecticut,Female,2008,102502
30-34 years,Connecticut,Female,2009,103752
30-34 years,Connecticut,Female,2010,104471
30-34 years,Connecticut,Female,2011,106274
30-34 years,Connecticut,Female,2012,108093
30-34 years,Connecticut,Female,2013,109304
30-34 years,Connecticut,Female,2014,109497
30-34 years,Connecticut,Female,2015,109484
30-34 years,Connecticut,Female,2016,110083
30-34 years,Connecticut,Female,2017,110052
30-34 years,Connecticut,Female,2018,110817
30-34 years,Connecticut,Female,2019,110584
30-34 years,Connecticut,Male,1990,147795
30-34 years,Connecticut,Male,1991,148475
30-34 years,Connecticut,Male,1992,146992
30-34 years,Connecticut,Male,1993,145179
30-34 years,Connecticut,Male,1994,143553
30-34 years,Connecticut,Male,1995,140868
30-34 years,Connecticut,Male,1996,137764
30-34 years,Connecticut,Male,1997,133706
30-34 years,Connecticut,Male,1998,128840
30-34 years,Connecticut,Male,1999,124842
30-34 years,Connecticut,Male,2000,122722
30-34 years,Connecticut,Male,2001,120457
30-34 years,Connecticut,Male,2002,118330
30-34 years,Connecticut,Male,2003,114710
30-34 years,Connecticut,Male,2004,110790
30-34 years,Connecticut,Male,2005,106294
30-34 years,Connecticut,Male,2006,102484
30-34 years,Connecticut,Male,2007,100729
30-34 years,Connecticut,Male,2008,100428
30-34 years,Connecticut,Male,2009,101173
30-34 years,Connecticut,Male,2010,102477
30-34 years,Connecticut,Male,2011,104212
30-34 years,Connecticut,Male,2012,105884
30-34 years,Connecticut,Male,2013,106990
30-34 years,Connecticut,Male,2014,108138
30-34 years,Connecticut,Male,2015,108718
30-34 years,Connecticut,Male,2016,109797
30-34 years,Connecticut,Male,2017,110471
30-34 years,Connecticut,Male,2018,111743
30-34 years,Connecticut,Male,2019,111988
30-34 years,Delaware,Female,1990,30357
30-34 years,Delaware,Female,1991,31014
30-34 years,Delaware,Female,1992,31277
30-34 years,Delaware,Female,1993,31358
30-34 years,Delaware,Female,1994,31326
30-34 years,Delaware,Female,1995,31414
30-34 years,Delaware,Female,1996,31038
30-34 years,Delaware,Female,1997,30297
30-34 years,Delaware,Female,1998,29644
30-34 years,Delaware,Female,1999,29265
30-34 years,Delaware,Female,2000,29178
30-34 years,Delaware,Female,2001,28880
30-34 years,Delaware,Female,2002,28408
30-34 years,Delaware,Female,2003,27632
30-34 years,Delaware,Female,2004,27120
30-34 years,Delaware,Female,2005,26507
30-34 years,Delaware,Female,2006,25851
30-34 years,Delaware,Female,2007,25760
30-34 years,Delaware,Female,2008,26292
30-34 years,Delaware,Female,2009,27255
30-34 years,Delaware,Female,2010,27618
30-34 years,Delaware,Female,2011,28492
30-34 years,Delaware,Female,2012,29105
30-34 years,Delaware,Female,2013,29550
30-34 years,Delaware,Female,2014,29772
30-34 years,Delaware,Female,2015,29974
30-34 years,Delaware,Female,2016,30095
30-34 years,Delaware,Female,2017,30298
30-34 years,Delaware,Female,2018,30993
30-34 years,Delaware,Female,2019,32048
30-34 years,Delaware,Male,1990,29699
30-34 years,Delaware,Male,1991,30431
30-34 years,Delaware,Male,1992,30740
30-34 years,Delaware,Male,1993,30804
30-34 years,Delaware,Male,1994,30817
30-34 years,Delaware,Male,1995,30859
30-34 years,Delaware,Male,1996,30367
30-34 years,Delaware,Male,1997,29570
30-34 years,Delaware,Male,1998,28851
30-34 years,Delaware,Male,1999,28492
30-34 years,Delaware,Male,2000,28421
30-34 years,Delaware,Male,2001,28187
30-34 years,Delaware,Male,2002,27679
30-34 years,Delaware,Male,2003,27195
30-34 years,Delaware,Male,2004,26548
30-34 years,Delaware,Male,2005,25647
30-34 years,Delaware,Male,2006,24884
30-34 years,Delaware,Male,2007,24593
30-34 years,Delaware,Male,2008,25310
30-34 years,Delaware,Male,2009,25766
30-34 years,Delaware,Male,2010,26583
30-34 years,Delaware,Male,2011,27322
30-34 years,Delaware,Male,2012,28114
30-34 years,Delaware,Male,2013,28762
30-34 years,Delaware,Male,2014,29134
30-34 years,Delaware,Male,2015,29403
30-34 years,Delaware,Male,2016,29862
30-34 years,Delaware,Male,2017,30309
30-34 years,Delaware,Male,2018,30870
30-34 years,Delaware,Male,2019,31721
30-34 years,District of Columbia,Female,1990,30020
30-34 years,District of Columbia,Female,1991,29624
30-34 years,District of Columbia,Female,1992,29382
30-34 years,District of Columbia,Female,1993,29386
30-34 years,District of Columbia,Female,1994,28937
30-34 years,District of Columbia,Female,1995,28046
30-34 years,District of Columbia,Female,1996,27315
30-34 years,District of Columbia,Female,1997,26390
30-34 years,District of Columbia,Female,1998,25590
30-34 years,District of Columbia,Female,1999,24860
30-34 years,District of Columbia,Female,2000,24353
30-34 years,District of Columbia,Female,2001,25304
30-34 years,District of Columbia,Female,2002,25707
30-34 years,District of Columbia,Female,2003,25773
30-34 years,District of Columbia,Female,2004,25663
30-34 years,District of Columbia,Female,2005,25166
30-34 years,District of Columbia,Female,2006,25226
30-34 years,District of Columbia,Female,2007,25385
30-34 years,District of Columbia,Female,2008,25846
30-34 years,District of Columbia,Female,2009,27388
30-34 years,District of Columbia,Female,2010,29098
30-34 years,District of Columbia,Female,2011,31615
30-34 years,District of Columbia,Female,2012,34024
30-34 years,District of Columbia,Female,2013,36376
30-34 years,District of Columbia,Female,2014,37818
30-34 years,District of Columbia,Female,2015,39235
30-34 years,District of Columbia,Female,2016,40618
30-34 years,District of Columbia,Female,2017,41549
30-34 years,District of Columbia,Female,2018,42575
30-34 years,District of Columbia,Female,2019,42746
30-34 years,District of Columbia,Male,1990,28608
30-34 years,District of Columbia,Male,1991,28514
30-34 years,District of Columbia,Male,1992,28534
30-34 years,District of Columbia,Male,1993,28454
30-34 years,District of Columbia,Male,1994,28141
30-34 years,District of Columbia,Male,1995,27431
30-34 years,District of Columbia,Male,1996,26666
30-34 years,District of Columbia,Male,1997,26008
30-34 years,District of Columbia,Male,1998,25302
30-34 years,District of Columbia,Male,1999,24779
30-34 years,District of Columbia,Male,2000,24479
30-34 years,District of Columbia,Male,2001,24927
30-34 years,District of Columbia,Male,2002,25142
30-34 years,District of Columbia,Male,2003,24898
30-34 years,District of Columbia,Male,2004,24632
30-34 years,District of Columbia,Male,2005,23586
30-34 years,District of Columbia,Male,2006,23577
30-34 years,District of Columbia,Male,2007,23362
30-34 years,District of Columbia,Male,2008,24322
30-34 years,District of Columbia,Male,2009,25644
30-34 years,District of Columbia,Male,2010,27138
30-34 years,District of Columbia,Male,2011,29506
30-34 years,District of Columbia,Male,2012,31545
30-34 years,District of Columbia,Male,2013,33611
30-34 years,District of Columbia,Male,2014,34926
30-34 years,District of Columbia,Male,2015,36090
30-34 years,District of Columbia,Male,2016,37172
30-34 years,District of Columbia,Male,2017,37898
30-34 years,District of Columbia,Male,2018,38514
30-34 years,District of Columbia,Male,2019,39281
30-34 years,Florida,Female,1990,531218
30-34 years,Florida,Female,1991,554470
30-34 years,Florida,Female,1992,568717
30-34 years,Florida,Female,1993,579454
30-34 years,Florida,Female,1994,589282
30-34 years,Florida,Female,1995,592318
30-34 years,Florida,Female,1996,586040
30-34 years,Florida,Female,1997,575595
30-34 years,Florida,Female,1998,559578
30-34 years,Florida,Female,1999,544936
30-34 years,Florida,Female,2000,540874
30-34 years,Florida,Female,2001,547242
30-34 years,Florida,Female,2002,554273
30-34 years,Florida,Female,2003,556149
30-34 years,Florida,Female,2004,557992
30-34 years,Florida,Female,2005,556169
30-34 years,Florida,Female,2006,546998
30-34 years,Florida,Female,2007,539721
30-34 years,Florida,Female,2008,539511
30-34 years,Florida,Female,2009,544804
30-34 years,Florida,Female,2010,558138
30-34 years,Florida,Female,2011,571888
30-34 years,Florida,Female,2012,587741
30-34 years,Florida,Female,2013,601210
30-34 years,Florida,Female,2014,615718
30-34 years,Florida,Female,2015,628960
30-34 years,Florida,Female,2016,643527
30-34 years,Florida,Female,2017,654478
30-34 years,Florida,Female,2018,665480
30-34 years,Florida,Female,2019,679927
30-34 years,Florida,Male,1990,532450
30-34 years,Florida,Male,1991,557955
30-34 years,Florida,Male,1992,574829
30-34 years,Florida,Male,1993,585371
30-34 years,Florida,Male,1994,595519
30-34 years,Florida,Male,1995,598438
30-34 years,Florida,Male,1996,593562
30-34 years,Florida,Male,1997,583711
30-34 years,Florida,Male,1998,567408
30-34 years,Florida,Male,1999,553436
30-34 years,Florida,Male,2000,549882
30-34 years,Florida,Male,2001,553416
30-34 years,Florida,Male,2002,558391
30-34 years,Florida,Male,2003,559151
30-34 years,Florida,Male,2004,559662
30-34 years,Florida,Male,2005,555526
30-34 years,Florida,Male,2006,547635
30-34 years,Florida,Male,2007,541739
30-34 years,Florida,Male,2008,540314
30-34 years,Florida,Male,2009,545181
30-34 years,Florida,Male,2010,558485
30-34 years,Florida,Male,2011,572106
30-34 years,Florida,Male,2012,588236
30-34 years,Florida,Male,2013,603359
30-34 years,Florida,Male,2014,618193
30-34 years,Florida,Male,2015,633543
30-34 years,Florida,Male,2016,653048
30-34 years,Florida,Male,2017,668081
30-34 years,Florida,Male,2018,681962
30-34 years,Florida,Male,2019,699679
30-34 years,Georgia,Female,1990,299753
30-34 years,Georgia,Female,1991,309334
30-34 years,Georgia,Female,1992,316919
30-34 years,Georgia,Female,1993,324282
30-34 years,Georgia,Female,1994,332775
30-34 years,Georgia,Female,1995,337576
30-34 years,Georgia,Female,1996,337742
30-34 years,Georgia,Female,1997,335873
30-34 years,Georgia,Female,1998,331386
30-34 years,Georgia,Female,1999,327147
30-34 years,Georgia,Female,2000,327639
30-34 years,Georgia,Female,2001,333783
30-34 years,Georgia,Female,2002,338315
30-34 years,Georgia,Female,2003,340248
30-34 years,Georgia,Female,2004,337671
30-34 years,Georgia,Female,2005,334361
30-34 years,Georgia,Female,2006,329702
30-34 years,Georgia,Female,2007,328669
30-34 years,Georgia,Female,2008,329174
30-34 years,Georgia,Female,2009,332602
30-34 years,Georgia,Female,2010,338551
30-34 years,Georgia,Female,2011,344042
30-34 years,Georgia,Female,2012,347293
30-34 years,Georgia,Female,2013,349600
30-34 years,Georgia,Female,2014,350528
30-34 years,Georgia,Female,2015,350774
30-34 years,Georgia,Female,2016,352769
30-34 years,Georgia,Female,2017,354825
30-34 years,Georgia,Female,2018,358157
30-34 years,Georgia,Female,2019,366690
30-34 years,Georgia,Male,1990,289121
30-34 years,Georgia,Male,1991,300335
30-34 years,Georgia,Male,1992,309621
30-34 years,Georgia,Male,1993,317780
30-34 years,Georgia,Male,1994,327819
