"State","Gender","Age.Cohort","Fit.Bound","LE"
"Florida","Female","75-84 years","fit","14.6826588096077"
"Florida","Female","85+ years","fit","8.66198378276447"
"Florida","Female","< 1 year","lwr","81.326328980915"
"Florida","Female","1-4 years","lwr","80.7721355775655"
"Florida","Female","5-14 years","lwr","76.8477440733508"
"Florida","Female","15-24 years","lwr","66.9293560875562"
"Florida","Female","25-34 years","lwr","57.2606697061432"
"Florida","Female","35-44 years","lwr","47.8153611827908"
"Florida","Female","45-54 years","lwr","38.6723517860556"
"Florida","Female","55-64 years","lwr","29.8923102858784"
"Florida","Female","65-74 years","lwr","21.8530384863094"
"Florida","Female","75-84 years","lwr","14.2748972686737"
"Florida","Female","85+ years","lwr","8.29466811238921"
"Florida","Female","< 1 year","upr","82.5066582420425"
"Florida","Female","1-4 years","upr","81.8893410029091"
"Florida","Female","5-14 years","upr","77.9577279122472"
"Florida","Female","15-24 years","upr","68.0381713901119"
"Florida","Female","25-34 years","upr","58.3454898734729"
"Florida","Female","35-44 years","upr","48.8774981573746"
"Florida","Female","45-54 years","upr","39.6749851860555"
"Florida","Female","55-64 years","upr","30.8505163686514"
"Florida","Female","65-74 years","upr","22.7513720240675"
"Florida","Female","75-84 years","upr","15.0874878292557"
"Florida","Female","85+ years","upr","9.02927588157647"
"Florida","Male","< 1 year","fit","75.7801006864477"
"Florida","Male","1-4 years","fit","75.2198615779892"
"Florida","Male","5-14 years","fit","71.3059063977317"
"Florida","Male","15-24 years","fit","61.4235930635368"
"Florida","Male","25-34 years","fit","52.2024640191476"
"Florida","Male","35-44 years","fit","43.2699578060292"
"Florida","Male","45-54 years","fit","34.6149928043721"
"Florida","Male","55-64 years","fit","26.4377255461244"
"Florida","Male","65-74 years","fit","19.4945086004243"
"Florida","Male","75-84 years","fit","13.0721813047724"
"Florida","Male","85+ years","fit","8.27198895209285"
"Florida","Male","< 1 year","lwr","75.1676269185118"
"Florida","Male","1-4 years","lwr","74.6424484920584"
"Florida","Male","5-14 years","lwr","70.7328610087131"
"Florida","Male","15-24 years","lwr","60.8514171899485"
"Florida","Male","25-34 years","lwr","51.6628236861052"
"Florida","Male","35-44 years","lwr","42.7510944084553"
"Florida","Male","45-54 years","lwr","34.1484089743862"
"Florida","Male","55-64 years","lwr","25.998932666054"
"Florida","Male","65-74 years","lwr","19.1225896406706"
"Florida","Male","75-84 years","lwr","12.7774669744743"
"Florida","Male","85+ years","lwr","8.01828165587084"
"Florida","Male","< 1 year","upr","76.3662940379918"
"Florida","Male","1-4 years","upr","75.7761943190648"
"Florida","Male","5-14 years","upr","71.8583114147865"
"Florida","Male","15-24 years","upr","61.9751198392619"
"Florida","Male","25-34 years","upr","52.724331407133"
"Florida","Male","35-44 years","upr","43.7718805911479"
"Florida","Male","45-54 years","upr","35.069091368223"
"Florida","Male","55-64 years","upr","26.8654224541699"
"Florida","Male","65-74 years","upr","19.859137691857"
"Florida","Male","75-84 years","upr","13.3647052349084"
"Florida","Male","85+ years","upr","8.52566336763884"
"Florida","Total","< 1 year","fit","78.8124998642337"
"Florida","Total","1-4 years","fit","78.239908714565"
"Florida","Total","5-14 years","fit","74.3194639021896"
"Florida","Total","15-24 years","fit","64.4202248629477"
"Florida","Total","25-34 years","fit","54.9867561011794"
"Florida","Total","35-44 years","fit","45.8143027367285"
"Florida","Total","45-54 years","fit","36.9163572425718"
"Florida","Total","55-64 years","fit","28.4466042286411"
"Florida","Total","65-74 years","fit","20.9560042730031"
"Florida","Total","75-84 years","fit","13.928245285189"
"Florida","Total","85+ years","fit","8.49739880029101"
"Florida","Total","< 1 year","lwr","78.2043116538668"
"Florida","Total","1-4 years","lwr","77.6664233745041"
"Florida","Total","5-14 years","lwr","73.750103105567"
"Florida","Total","15-24 years","lwr","63.8515974617514"
"Florida","Total","25-34 years","lwr","54.4410489400061"
"Florida","Total","35-44 years","lwr","45.2854071310231"
"Florida","Total","45-54 years","lwr","36.4295752837226"
"Florida","Total","55-64 years","lwr","27.9861192070284"
"Florida","Total","65-74 years","lwr","20.5424455991955"
"Florida","Total","75-84 years","lwr","13.5738748146059"
"Florida","Total","85+ years","lwr","8.18440378306406"
"Florida","Total","< 1 year","upr","79.3981014417849"
"Florida","Total","1-4 years","upr","78.7960537023318"
"Florida","Total","5-14 years","upr","74.8719095771205"
"Florida","Total","15-24 years","upr","64.9719351868728"
"Florida","Total","25-34 years","upr","55.5175176235859"
"Florida","Total","35-44 years","upr","46.3290113388697"
"Florida","Total","45-54 years","upr","37.392544007176"
"Florida","Total","55-64 years","upr","28.8980740435325"
"Florida","Total","65-74 years","upr","21.3630235158305"
"Florida","Total","75-84 years","upr","14.2800059105465"
"Florida","Total","85+ years","upr","8.81039381751795"
"Georgia","Female","< 1 year","fit","79.7173530265883"
"Georgia","Female","1-4 years","fit","79.1124119585357"
"Georgia","Female","5-14 years","fit","75.1930731753298"
"Georgia","Female","15-24 years","fit","65.2793407367334"
"Georgia","Female","25-34 years","fit","55.5277264115513"
"Georgia","Female","35-44 years","fit","45.9514147812301"
"Georgia","Female","45-54 years","fit","36.6615446986756"
"Georgia","Female","55-64 years","fit","27.8416726172978"
"Georgia","Female","65-74 years","fit","19.8789301194742"
"Georgia","Female","75-84 years","fit","12.5775427276507"
"Georgia","Female","85+ years","fit","7.07102701220348"
"Georgia","Female","< 1 year","lwr","79.3003588643771"
"Georgia","Female","1-4 years","lwr","78.7427808713734"
"Georgia","Female","5-14 years","lwr","74.8280717609436"
"Georgia","Female","15-24 years","lwr","64.9153504393839"
"Georgia","Female","25-34 years","lwr","55.1666056695528"
"Georgia","Female","35-44 years","lwr","45.5944379392414"
"Georgia","Female","45-54 years","lwr","36.3178751666413"
"Georgia","Female","55-64 years","lwr","27.5116176453361"
"Georgia","Female","65-74 years","lwr","19.5715414772448"
"Georgia","Female","75-84 years","lwr","12.3299635349812"
"Georgia","Female","85+ years","lwr","6.80529274646922"
"Georgia","Female","< 1 year","upr","80.1185514457466"
"Georgia","Female","1-4 years","upr","79.4756927793036"
"Georgia","Female","5-14 years","upr","75.5522359253489"
"Georgia","Female","15-24 years","upr","65.6375194259575"
"Georgia","Female","25-34 years","upr","55.8831212383256"
"Georgia","Female","35-44 years","upr","46.3027610782322"
"Georgia","Female","45-54 years","upr","37.0001880946097"
"Georgia","Female","55-64 years","upr","28.1673479275043"
"Georgia","Female","65-74 years","upr","20.182684229684"
"Georgia","Female","75-84 years","upr","12.8256560880664"
"Georgia","Female","85+ years","upr","7.33676127793775"
"Georgia","Male","< 1 year","fit","74.4632568574874"
"Georgia","Male","1-4 years","fit","73.8746169443904"
"Georgia","Male","5-14 years","fit","69.9551145212554"
"Georgia","Male","15-24 years","fit","60.0740128734172"
"Georgia","Male","25-34 years","fit","50.7175622320292"
"Georgia","Male","35-44 years","fit","41.6416622939058"
"Georgia","Male","45-54 years","fit","32.8170761380998"
"Georgia","Male","55-64 years","fit","24.4407909983005"
"Georgia","Male","65-74 years","fit","17.3662669951241"
"Georgia","Male","75-84 years","fit","11.0936640839639"
"Georgia","Male","85+ years","fit","6.5268727705113"
"Georgia","Male","< 1 year","lwr","74.0434615828608"
"Georgia","Male","1-4 years","lwr","73.5035145839368"
"Georgia","Male","5-14 years","lwr","69.5887859019176"
"Georgia","Male","15-24 years","lwr","59.7091744965368"
"Georgia","Male","25-34 years","lwr","50.363181785565"
"Georgia","Male","35-44 years","lwr","41.2942985326306"
"Georgia","Male","45-54 years","lwr","32.5028216872713"
"Georgia","Male","55-64 years","lwr","24.145901347271"
"Georgia","Male","65-74 years","lwr","17.0980043167405"
"Georgia","Male","75-84 years","lwr","10.9285661842215"
"Georgia","Male","85+ years","lwr","6.35957193816885"
"Georgia","Male","< 1 year","upr","74.8621196701434"
"Georgia","Male","1-4 years","upr","74.2344108716924"
"Georgia","Male","5-14 years","upr","70.310671886962"
"Georgia","Male","15-24 years","upr","60.4281141477347"
"Georgia","Male","25-34 years","upr","51.0615933743731"
"Georgia","Male","35-44 years","upr","41.9786812995369"
"Georgia","Male","45-54 years","upr","33.123004851597"
"Georgia","Male","55-64 years","upr","24.7282073466159"
"Georgia","Male","65-74 years","upr","17.6272158065391"
"Georgia","Male","75-84 years","upr","11.2587570544328"
"Georgia","Male","85+ years","upr","6.69417360285375"
"Georgia","Total","< 1 year","fit","77.1188201447419"
"Georgia","Total","1-4 years","fit","76.5234420923103"
"Georgia","Total","5-14 years","fit","72.6041996216439"
"Georgia","Total","15-24 years","fit","62.7079636213558"
"Georgia","Total","25-34 years","fit","53.167720090483"
"Georgia","Total","35-44 years","fit","43.8551681497489"
"Georgia","Total","45-54 years","fit","34.8019838229202"
"Georgia","Total","55-64 years","fit","26.2160573437057"
"Georgia","Total","65-74 years","fit","18.7177711217677"
"Georgia","Total","75-84 years","fit","11.9279789962346"
"Georgia","Total","85+ years","fit","6.87197773525831"
"Georgia","Total","< 1 year","lwr","76.7046072970221"
"Georgia","Total","1-4 years","lwr","76.1573297823168"
"Georgia","Total","5-14 years","lwr","72.2427999377631"
"Georgia","Total","15-24 years","lwr","62.3478288602047"
"Georgia","Total","25-34 years","lwr","52.813360237214"
"Georgia","Total","35-44 years","lwr","43.504953890192"
"Georgia","Total","45-54 years","lwr","34.4736114703053"
"Georgia","Total","55-64 years","lwr","25.9041388833452"
"Georgia","Total","65-74 years","lwr","18.4300201249297"
"Georgia","Total","75-84 years","lwr","11.7194150098873"
"Georgia","Total","85+ years","lwr","6.65015654896504"
"Georgia","Total","< 1 year","upr","77.5151411148971"
"Georgia","Total","1-4 years","upr","76.8811922690286"
"Georgia","Total","5-14 years","upr","72.9577620165884"
"Georgia","Total","15-24 years","upr","63.0602928539564"
"Georgia","Total","25-34 years","upr","53.5144494977411"
"Georgia","Total","35-44 years","upr","44.1977538556608"
"Georgia","Total","45-54 years","upr","35.123876337545"
"Georgia","Total","55-64 years","upr","26.5222647849359"
"Georgia","Total","65-74 years","upr","19.0002938141104"
"Georgia","Total","75-84 years","upr","12.1368834243207"
"Georgia","Total","85+ years","upr","7.0938424073752"
"Hawaii","Female","< 1 year","fit","85.8941220422722"
"Hawaii","Female","1-4 years","fit","85.352660305773"
"Hawaii","Female","5-14 years","fit","81.390338149384"
"Hawaii","Female","15-24 years","fit","71.4440941926421"
"Hawaii","Female","25-34 years","fit","61.6730382611714"
"Hawaii","Female","35-44 years","fit","51.9900805647036"
"Hawaii","Female","45-54 years","fit","42.470242462567"
"Hawaii","Female","55-64 years","fit","33.4658250791226"
"Hawaii","Female","65-74 years","fit","25.1229007826752"
"Hawaii","Female","75-84 years","fit","17.1651175709787"
"Hawaii","Female","85+ years","fit","11.123046875"
"Hawaii","Female","< 1 year","lwr","85.1191180320517"
"Hawaii","Female","1-4 years","lwr","84.6237204468099"
"Hawaii","Female","5-14 years","lwr","80.6672324705263"
"Hawaii","Female","15-24 years","lwr","70.7228528670097"
"Hawaii","Female","25-34 years","lwr","60.9566424841058"
"Hawaii","Female","35-44 years","lwr","51.2934120144607"
"Hawaii","Female","45-54 years","lwr","41.7761808341479"
"Hawaii","Female","55-64 years","lwr","32.7859923132237"
"Hawaii","Female","65-74 years","lwr","24.4681531288557"
"Hawaii","Female","75-84 years","lwr","16.5605623355845"
"Hawaii","Female","85+ years","lwr","10.691015625"
"Hawaii","Female","< 1 year","upr","86.6287543469286"
"Hawaii","Female","1-4 years","upr","86.0497723587888"
"Hawaii","Female","5-14 years","upr","82.0830528589754"
"Hawaii","Female","15-24 years","upr","72.1350783792941"
"Hawaii","Female","25-34 years","upr","62.3593824442836"
"Hawaii","Female","35-44 years","upr","52.659152076857"
"Hawaii","Female","45-54 years","upr","43.1365947195008"
"Hawaii","Female","55-64 years","upr","34.1182856797816"
"Hawaii","Female","65-74 years","upr","25.7507526935494"
"Hawaii","Female","75-84 years","upr","17.7459779607912"
"Hawaii","Female","85+ years","upr","11.55546875"
"Hawaii","Male","< 1 year","fit","79.3352277898076"
"Hawaii","Male","1-4 years","fit","78.6780971641872"
"Hawaii","Male","5-14 years","fit","74.7027723705436"
"Hawaii","Male","15-24 years","fit","64.7954441740822"
"Hawaii","Male","25-34 years","fit","55.2644655686556"
"Hawaii","Male","35-44 years","fit","45.7960630524503"
"Hawaii","Male","45-54 years","fit","36.7747407083963"
"Hawaii","Male","55-64 years","fit","28.485557778805"
"Hawaii","Male","65-74 years","fit","21.2236710981048"
"Hawaii","Male","75-84 years","fit","14.3349624311934"
"Hawaii","Male","85+ years","fit","9.56727919383521"
"Hawaii","Male","< 1 year","lwr","78.425009418153"
"Hawaii","Male","1-4 years","lwr","77.8019021285007"
"Hawaii","Male","5-14 years","lwr","73.830374155451"
"Hawaii","Male","15-24 years","lwr","63.9263958128012"
"Hawaii","Male","25-34 years","lwr","54.407379116392"
"Hawaii","Male","35-44 years","lwr","44.9788026301246"
"Hawaii","Male","45-54 years","lwr","35.9734208367389"
"Hawaii","Male","55-64 years","lwr","27.695777251088"
"Hawaii","Male","65-74 years","lwr","20.478601310609"
"Hawaii","Male","75-84 years","lwr","13.6807667021742"
"Hawaii","Male","85+ years","lwr","9.06935388263189"
"Hawaii","Male","< 1 year","upr","80.2031005299739"
"Hawaii","Male","1-4 years","upr","79.5180800815776"
"Hawaii","Male","5-14 years","upr","75.5398997963597"
"Hawaii","Male","15-24 years","upr","65.6294793949421"
"Hawaii","Male","25-34 years","upr","56.0872258974623"
"Hawaii","Male","35-44 years","upr","46.5849449498003"
"Hawaii","Male","45-54 years","upr","37.5481351864693"
"Hawaii","Male","55-64 years","upr","29.2475221215925"
"Hawaii","Male","65-74 years","upr","21.9421402014373"
"Hawaii","Male","75-84 years","upr","14.9709586286988"
"Hawaii","Male","85+ years","upr","10.0652045050385"
"Hawaii","Total","< 1 year","fit","82.5359408469437"
"Hawaii","Total","1-4 years","fit","81.9387328899471"
"Hawaii","Total","5-14 years","fit","77.9695268267147"
"Hawaii","Total","15-24 years","fit","68.0443584295556"
"Hawaii","Total","25-34 years","fit","58.4104779894605"
"Hawaii","Total","35-44 years","fit","48.8489454194711"
"Hawaii","Total","45-54 years","fit","39.603190979808"
"Hawaii","Total","55-64 years","fit","30.9936004313282"
"Hawaii","Total","65-74 years","fit","23.2341264884948"
"Hawaii","Total","75-84 years","fit","15.8609186490787"
"Hawaii","Total","85+ years","fit","10.505297857311"
"Hawaii","Total","< 1 year","lwr","81.7053496818104"
"Hawaii","Total","1-4 years","lwr","81.1468246955011"
"Hawaii","Total","5-14 years","lwr","77.1823678429705"
"Hawaii","Total","15-24 years","lwr","67.2598592600925"
"Hawaii","Total","25-34 years","lwr","57.6330747857194"
"Hawaii","Total","35-44 years","lwr","48.1017985384531"
"Hawaii","Total","45-54 years","lwr","38.8639302570825"
"Hawaii","Total","55-64 years","lwr","30.2693001315283"
"Hawaii","Total","65-74 years","lwr","22.5455559462902"
"Hawaii","Total","75-84 years","lwr","15.2441371236819"
"Hawaii","Total","85+ years","lwr","10.0600423828585"
"Hawaii","Total","< 1 year","upr","83.3267289956684"
"Hawaii","Total","1-4 years","upr","82.6975995895794"
"Hawaii","Total","5-14 years","upr","78.7248160277616"
"Hawaii","Total","15-24 years","upr","68.7971855313881"
"Hawaii","Total","25-34 years","upr","59.1564826770483"
"Hawaii","Total","35-44 years","upr","49.5688599947589"
"Hawaii","Total","45-54 years","upr","40.3151970034335"
"Hawaii","Total","55-64 years","upr","31.6909022113729"
"Hawaii","Total","65-74 years","upr","23.8964695869354"
"Hawaii","Total","75-84 years","upr","16.4570272795507"
"Hawaii","Total","85+ years","upr","10.9505533317636"
"Idaho","Female","< 1 year","fit","81.0425993291315"
"Idaho","Female","1-4 years","fit","80.3587873689125"
"Idaho","Female","5-14 years","fit","76.4020427743917"
"Idaho","Female","15-24 years","fit","66.4531610934982"
"Idaho","Female","25-34 years","fit","56.6951608208495"
"Idaho","Female","35-44 years","fit","47.1678101761807"
"Idaho","Female","45-54 years","fit","37.7151457367847"
"Idaho","Female","55-64 years","fit","28.6918257658703"
"Idaho","Female","65-74 years","fit","20.3304242765899"
"Idaho","Female","75-84 years","fit","12.5296073792692"
"Idaho","Female","85+ years","fit","6.52351440029165"
"Idaho","Female","< 1 year","lwr","80.6231046164181"
"Idaho","Female","1-4 years","lwr","79.9710984093329"
"Idaho","Female","5-14 years","lwr","76.0173275911015"
"Idaho","Female","15-24 years","lwr","66.0695812422781"
"Idaho","Female","25-34 years","lwr","56.3148943842808"
"Idaho","Female","35-44 years","lwr","46.8001945268228"
"Idaho","Female","45-54 years","lwr","37.3562788815608"
"Idaho","Female","55-64 years","lwr","28.3813740326691"
"Idaho","Female","65-74 years","lwr","20.0520465829836"
"Idaho","Female","75-84 years","lwr","12.2685591033652"
"Idaho","Female","85+ years","lwr","6.30477579292745"
"Idaho","Female","< 1 year","upr","81.4297774582922"
"Idaho","Female","1-4 years","upr","80.7198091215297"
"Idaho","Female","5-14 years","upr","76.7604632682715"
"Idaho","Female","15-24 years","upr","66.8104887802451"
"Idaho","Female","25-34 years","upr","57.0492175465816"
"Idaho","Female","35-44 years","upr","47.5097980006803"
"Idaho","Female","45-54 years","upr","38.0484754373589"
"Idaho","Female","55-64 years","upr","28.9813769883884"
"Idaho","Female","65-74 years","upr","20.5886694728252"
"Idaho","Female","75-84 years","upr","12.7686038373401"
"Idaho","Female","85+ years","upr","6.71308786000729"
"Idaho","Male","< 1 year","fit","76.6233622790639"
"Idaho","Male","1-4 years","fit","75.9996092671394"
"Idaho","Male","5-14 years","fit","72.0988804450374"
"Idaho","Male","15-24 years","fit","62.2171406577128"
"Idaho","Male","25-34 years","fit","52.8286156806399"
"Idaho","Male","35-44 years","fit","43.5582428531261"
"Idaho","Male","45-54 years","fit","34.4861561673784"
"Idaho","Male","55-64 years","fit","25.8959214252405"
"Idaho","Male","65-74 years","fit","18.1806822627514"
"Idaho","Male","75-84 years","fit","11.116351514446"
"Idaho","Male","85+ years","fit","5.8188899707887"
"Idaho","Male","< 1 year","lwr","76.194472950871"
"Idaho","Male","1-4 years","lwr","75.6102213458129"
"Idaho","Male","5-14 years","lwr","71.7177057506403"
"Idaho","Male","15-24 years","lwr","61.8382548185207"
"Idaho","Male","25-34 years","lwr","52.4572753781205"
"Idaho","Male","35-44 years","lwr","43.2124997080108"
"Idaho","Male","45-54 years","lwr","34.1556580904691"
"Idaho","Male","55-64 years","lwr","25.6291721544592"
"Idaho","Male","65-74 years","lwr","17.9666919336911"
"Idaho","Male","75-84 years","lwr","10.9340170330969"
"Idaho","Male","85+ years","lwr","5.65530671859786"
"Idaho","Male","< 1 year","upr","77.0287790251864"
"Idaho","Male","1-4 years","upr","76.3728509814211"
"Idaho","Male","5-14 years","upr","72.4651293073716"
"Idaho","Male","15-24 years","upr","62.5811899307985"
"Idaho","Male","25-34 years","upr","53.1853069918113"
"Idaho","Male","35-44 years","upr","43.8912324620566"
"Idaho","Male","45-54 years","upr","34.8043446802043"
"Idaho","Male","55-64 years","upr","26.1569190406126"
"Idaho","Male","65-74 years","upr","18.3928014316238"
"Idaho","Male","75-84 years","upr","11.2980261808435"
"Idaho","Male","85+ years","upr","5.98247322297955"
"Idaho","Total","< 1 year","fit","78.778881971586"
"Idaho","Total","1-4 years","fit","78.126737650457"
"Idaho","Total","5-14 years","fit","74.1992354922124"
"Idaho","Total","15-24 years","fit","64.285663577047"
"Idaho","Total","25-34 years","fit","54.727007967078"
"Idaho","Total","35-44 years","fit","45.3359889551666"
"Idaho","Total","45-54 years","fit","36.0847622782137"
"Idaho","Total","55-64 years","fit","27.2948474088014"
"Idaho","Total","65-74 years","fit","19.2659270445434"
"Idaho","Total","75-84 years","fit","11.8516417487554"
"Idaho","Total","85+ years","fit","6.22180529497603"
"Idaho","Total","< 1 year","lwr","78.3608438070231"
"Idaho","Total","1-4 years","lwr","77.743788156347"
"Idaho","Total","5-14 years","lwr","73.8217715173356"
"Idaho","Total","15-24 years","lwr","63.9099871825231"
"Idaho","Total","25-34 years","lwr","54.3560404132441"
"Idaho","Total","35-44 years","lwr","44.9837159949409"
"Idaho","Total","45-54 years","lwr","35.7446273221665"
"Idaho","Total","55-64 years","lwr","27.0119602885572"
"Idaho","Total","65-74 years","lwr","19.0245768598946"
"Idaho","Total","75-84 years","lwr","11.6345447012838"
"Idaho","Total","85+ years","lwr","6.0375234521576"
"Idaho","Total","< 1 year","upr","79.1736041377288"
"Idaho","Total","1-4 years","upr","78.4925808491059"
"Idaho","Total","5-14 years","upr","74.5603486196743"
"Idaho","Total","15-24 years","upr","64.6450607359106"
"Idaho","Total","25-34 years","upr","55.0817682890008"
"Idaho","Total","35-44 years","upr","45.6732079845803"
"Idaho","Total","45-54 years","upr","36.4101492160999"
"Idaho","Total","55-64 years","upr","27.5687638846526"
"Idaho","Total","65-74 years","upr","19.5006422504285"
"Idaho","Total","75-84 years","upr","12.0621762426715"
"Idaho","Total","85+ years","upr","6.39816552011674"
"Illinois","Female","< 1 year","fit","80.9834735401383"
"Illinois","Female","1-4 years","fit","80.3074035606311"
"Illinois","Female","5-14 years","fit","76.3668115243406"
"Illinois","Female","15-24 years","fit","66.443112247372"
"Illinois","Female","25-34 years","fit","56.7072470777504"
"Illinois","Female","35-44 years","fit","47.0880741534604"
"Illinois","Female","45-54 years","fit","37.6776502051872"
"Illinois","Female","55-64 years","fit","28.7325766704029"
"Illinois","Female","65-74 years","fit","20.4801507383189"
"Illinois","Female","75-84 years","fit","12.9840399580334"
"Illinois","Female","85+ years","fit","7.30132140679"
"Illinois","Female","< 1 year","lwr","80.5522136496778"
"Illinois","Female","1-4 years","lwr","79.8928571081823"
"Illinois","Female","5-14 years","lwr","75.9549701793109"
"Illinois","Female","15-24 years","lwr","66.0330520797051"
"Illinois","Female","25-34 years","lwr","56.3008350091623"
"Illinois","Female","35-44 years","lwr","46.6936593643812"
"Illinois","Female","45-54 years","lwr","37.2912504596959"
"Illinois","Female","55-64 years","lwr","28.3663271560663"
"Illinois","Female","65-74 years","lwr","20.1215858775629"
"Illinois","Female","75-84 years","lwr","12.6890846543627"
"Illinois","Female","85+ years","lwr","7.06769668631836"
"Illinois","Female","< 1 year","upr","81.4023932176994"
"Illinois","Female","1-4 years","upr","80.7112843352077"
"Illinois","Female","5-14 years","upr","76.7682314006235"
"Illinois","Female","15-24 years","upr","66.8428395120223"
"Illinois","Female","25-34 years","upr","57.1034285267869"
"Illinois","Female","35-44 years","upr","47.4730758793044"
"Illinois","Female","45-54 years","upr","38.0548624722882"
"Illinois","Female","55-64 years","upr","29.090771792981"
"Illinois","Female","65-74 years","upr","20.830379811245"
"Illinois","Female","75-84 years","upr","13.2751238073023"
"Illinois","Female","85+ years","upr","7.5349867859321"
"Illinois","Male","< 1 year","fit","75.1177727784906"
"Illinois","Male","1-4 years","fit","74.4935721396387"
"Illinois","Male","5-14 years","fit","70.5497130536334"
"Illinois","Male","15-24 years","fit","60.6349448441654"
"Illinois","Male","25-34 years","fit","51.3111389268727"
"Illinois","Male","35-44 years","fit","42.2606698946165"
"Illinois","Male","45-54 years","fit","33.3382901241304"
"Illinois","Male","55-64 years","fit","25.0336160290868"
"Illinois","Male","65-74 years","fit","17.6548307010167"
"Illinois","Male","75-84 years","fit","11.0536156454748"
"Illinois","Male","85+ years","fit","6.2922747355737"
"Illinois","Male","< 1 year","lwr","74.6630447819905"
"Illinois","Male","1-4 years","lwr","74.0577543968515"
"Illinois","Male","5-14 years","lwr","70.1163325978058"
"Illinois","Male","15-24 years","lwr","60.2034516050556"
"Illinois","Male","25-34 years","lwr","50.8906697765288"
"Illinois","Male","35-44 years","lwr","41.8631117007956"
"Illinois","Male","45-54 years","lwr","32.9542096728963"
"Illinois","Male","55-64 years","lwr","24.6771531806233"
"Illinois","Male","65-74 years","lwr","17.3078412501512"
"Illinois","Male","75-84 years","lwr","10.7849590174574"
"Illinois","Male","85+ years","lwr","6.08080064265631"
"Illinois","Male","< 1 year","upr","75.5594141592684"
"Illinois","Male","1-4 years","upr","74.9181638099822"
"Illinois","Male","5-14 years","upr","70.9720804280688"
"Illinois","Male","15-24 years","upr","61.0555158686195"
"Illinois","Male","25-34 years","upr","51.7210871366985"
"Illinois","Male","35-44 years","upr","42.6489363982359"
"Illinois","Male","45-54 years","upr","33.7134196093274"
"Illinois","Male","55-64 years","upr","25.3821865829889"
"Illinois","Male","65-74 years","upr","17.9933181291988"
"Illinois","Male","75-84 years","upr","11.3189584805958"
"Illinois","Male","85+ years","upr","6.50368188512518"
"Illinois","Total","< 1 year","fit","78.034482270094"
"Illinois","Total","1-4 years","fit","77.3871792048182"
"Illinois","Total","5-14 years","fit","73.4449803793217"
"Illinois","Total","15-24 years","fit","63.5262329202596"
"Illinois","Total","25-34 years","fit","54.0111465571272"
"Illinois","Total","35-44 years","fit","44.6981822953854"
"Illinois","Total","45-54 years","fit","35.5491689636756"
"Illinois","Total","55-64 years","fit","26.9489571343336"
"Illinois","Total","65-74 years","fit","19.165198918705"
"Illinois","Total","75-84 years","fit","12.1413319729767"
"Illinois","Total","85+ years","fit","6.92004148432955"
"Illinois","Total","< 1 year","lwr","77.5857280550312"
"Illinois","Total","1-4 years","lwr","76.9561243899561"
"Illinois","Total","5-14 years","lwr","73.0164844429517"
"Illinois","Total","15-24 years","lwr","63.099575612639"
"Illinois","Total","25-34 years","lwr","53.5916932719389"
"Illinois","Total","35-44 years","lwr","44.2976417194149"
"Illinois","Total","45-54 years","lwr","35.1596319511536"
"Illinois","Total","55-64 years","lwr","26.5840682309705"
"Illinois","Total","65-74 years","lwr","18.8089502717871"
"Illinois","Total","75-84 years","lwr","11.857218730055"
"Illinois","Total","85+ years","lwr","6.69696203172034"
"Illinois","Total","< 1 year","upr","78.4701982639315"
"Illinois","Total","1-4 years","upr","77.8069306486245"
"Illinois","Total","5-14 years","upr","73.8623994270203"
"Illinois","Total","15-24 years","upr","63.9419024176587"
"Illinois","Total","25-34 years","upr","54.4198365624567"
"Illinois","Total","35-44 years","upr","45.0890971988181"
"Illinois","Total","45-54 years","upr","35.9293671987987"
"Illinois","Total","55-64 years","upr","27.3056746840733"
"Illinois","Total","65-74 years","upr","19.5128191042343"
"Illinois","Total","75-84 years","upr","12.421722869479"
"Illinois","Total","85+ years","upr","7.14307034629297"
"Indiana","Female","< 1 year","fit","78.740845265113"
"Indiana","Female","1-4 years","fit","78.1806445056178"
"Indiana","Female","5-14 years","fit","74.2447468478857"
"Indiana","Female","15-24 years","fit","64.3360492151725"
"Indiana","Female","25-34 years","fit","54.6109426342004"
"Indiana","Female","35-44 years","fit","45.1592242538452"
"Indiana","Female","45-54 years","fit","35.8422106823569"
"Indiana","Female","55-64 years","fit","27.0727366883758"
"Indiana","Female","65-74 years","fit","19.0786892921602"
"Indiana","Female","75-84 years","fit","11.8264116834615"
"Indiana","Female","85+ years","fit","6.50099844686044"
"Indiana","Female","< 1 year","lwr","78.2824139176175"
"Indiana","Female","1-4 years","lwr","77.7424247884648"
"Indiana","Female","5-14 years","lwr","73.8075657961408"
"Indiana","Female","15-24 years","lwr","63.8997558373593"
"Indiana","Female","25-34 years","lwr","54.1757518257117"
"Indiana","Female","35-44 years","lwr","44.7325651423113"
"Indiana","Female","45-54 years","lwr","35.4210341697618"
"Indiana","Female","55-64 years","lwr","26.6797567537634"
"Indiana","Female","65-74 years","lwr","18.6941114437901"
"Indiana","Female","75-84 years","lwr","11.4903896377039"
"Indiana","Female","85+ years","lwr","6.24487833740108"
"Indiana","Female","< 1 year","upr","79.1870915396261"
"Indiana","Female","1-4 years","upr","78.6086273922645"
"Indiana","Female","5-14 years","upr","74.671728098813"
"Indiana","Female","15-24 years","upr","64.7621589850086"
"Indiana","Female","25-34 years","upr","55.0359418034029"
"Indiana","Female","35-44 years","upr","45.5759893208466"
