"State","Gender","Age.Cohort","fit","lwr","upr"
"Hawaii","Female","< 1 year","7656.14103265827","6903.85455750943","8408.42750780712"
"Hawaii","Female","1-4 years","35403.754205437","30391.7724084347","40415.7360024393"
"Hawaii","Female","5-14 years","85293.8912607189","81658.3275636161","88929.4549578216"
"Hawaii","Female","15-24 years","72683.3617223134","70412.7657243941","74953.9577202328"
"Hawaii","Female","25-34 years","100394.033935413","93347.2456689875","107440.822201839"
"Hawaii","Female","35-44 years","92478.3592410144","90639.1387333498","94317.579748679"
"Hawaii","Female","45-54 years","79365.041306331","76845.9188859556","81884.1637267063"
"Hawaii","Female","55-64 years","86386.3638752053","83174.2832828244","89598.4444675862"
"Hawaii","Female","65-74 years","88418.0407224959","83815.0702156444","93021.0112293474"
"Hawaii","Female","75-84 years","38923.0642948367","36011.7935372638","41834.3350524096"
"Hawaii","Female","85+ years","28475.490530925","27369.31433883","29581.6667230201"
"Hawaii","Male","< 1 year","8064.77204889619","7255.88313118055","8873.66096661182"
"Hawaii","Male","1-4 years","37295.9557015143","31954.3332477233","42637.5781553053"
"Hawaii","Male","5-14 years","90319.1861704069","86082.8036222446","94555.5687185691"
"Hawaii","Male","15-24 years","84481.7139573071","81206.4215674911","87757.006347123"
"Hawaii","Male","25-34 years","111231.233059661","101767.935621452","120694.53049787"
"Hawaii","Male","35-44 years","95824.2622879037","92465.8173456713","99182.7072301361"
"Hawaii","Male","45-54 years","79430.8276591863","77019.9751592131","81841.6801591594"
"Hawaii","Male","55-64 years","81914.0786352855","78128.4490567542","85699.7082138169"
"Hawaii","Male","65-74 years","82328.1515416895","77008.3504093942","87647.9526739847"
"Hawaii","Male","75-84 years","33252.2093048714","30877.0920016341","35627.3266081086"
"Hawaii","Male","85+ years","16140.0995438789","15299.8152910433","16980.3837967144"
"Hawaii","Total","< 1 year","15720.9130815545","14207.1013018521","17234.7248612568"
"Hawaii","Total","1-4 years","72699.7099069513","62364.2825363087","83035.1372775939"
"Hawaii","Total","5-14 years","175613.077431126","167763.040898662","183463.113963589"
"Hawaii","Total","15-24 years","157165.075679621","152282.682275171","162047.46908407"
"Hawaii","Total","25-34 years","211625.266995074","195163.707480908","228086.826509239"
"Hawaii","Total","35-44 years","188302.621528918","183254.246712389","193350.996345448"
"Hawaii","Total","45-54 years","158795.868965517","153900.860303927","163690.877627108"
"Hawaii","Total","55-64 years","168300.442510491","161366.896924442","175233.98809654"
"Hawaii","Total","65-74 years","170746.192264185","160897.188154557","180595.196373813"
"Hawaii","Total","75-84 years","72175.2735997081","67004.7444015197","77345.8027978966"
"Hawaii","Total","85+ years","44615.5900748039","42724.5566345939","46506.6235150139"
"Idaho","Female","< 1 year","9954.18726509761","9006.41000068393","10901.9645295113"
"Idaho","Female","1-4 years","43489.1495347564","40493.8528456025","46484.4462239104"
"Idaho","Female","5-14 years","125758.167378216","122367.170626752","129149.164129679"
"Idaho","Female","15-24 years","117047.977631819","114758.635715283","119337.319548355"
"Idaho","Female","25-34 years","114297.54906039","110528.764563067","118066.333557714"
"Idaho","Female","35-44 years","117900.455829228","115062.243202815","120738.668455641"
"Idaho","Female","45-54 years","93552.3920817369","88247.7820755463","98857.0020879275"
"Idaho","Female","55-64 years","111521.032402846","108104.818617424","114937.246188269"
"Idaho","Female","65-74 years","96965.5720488962","94714.1842797177","99216.9598180747"
"Idaho","Female","75-84 years","45921.1745301952","44441.3959040777","47400.9531563127"
"Idaho","Female","85+ years","17896.1118773946","17378.4207370523","18413.803017737"
"Idaho","Male","< 1 year","10343.674913337","9318.13355715357","11369.2162695204"
"Idaho","Male","1-4 years","44758.3869731801","41128.8678957205","48387.9060506396"
"Idaho","Male","5-14 years","130615.506185003","127415.943325607","133815.069044398"
"Idaho","Male","15-24 years","127021.722678343","124675.380858262","129368.064498425"
"Idaho","Male","25-34 years","118265.09115125","113424.04400035","123106.138302149"
"Idaho","Male","35-44 years","120358.777741288","117406.035556923","123311.519925653"
"Idaho","Male","45-54 years","96478.7750410509","91442.4412399092","101515.108842193"
"Idaho","Male","55-64 years","104681.645283707","101255.883467472","108107.407099943"
"Idaho","Male","65-74 years","91975.7397555191","89908.1602873282","94043.31922371"
"Idaho","Male","75-84 years","41603.3633643496","40773.6109852239","42433.1157434752"
"Idaho","Male","85+ years","12035.2790731618","11757.896928563","12312.6612177607"
"Idaho","Total","< 1 year","20297.8621784346","18352.7576121265","22242.9667447427"
"Idaho","Total","1-4 years","88247.5365079365","81637.9161052361","94857.156910637"
"Idaho","Total","5-14 years","256373.673563218","249819.005240412","262928.341886025"
"Idaho","Total","15-24 years","244069.700310162","240002.635421169","248136.765199156"
"Idaho","Total","25-34 years","232562.64021164","224028.608595715","241096.671827565"
"Idaho","Total","35-44 years","238259.233570516","232486.452176989","244032.014964044"
"Idaho","Total","45-54 years","190031.167122788","179721.837763238","200340.496482338"
"Idaho","Total","55-64 years","216202.677686554","209436.434115584","222968.921257523"
"Idaho","Total","65-74 years","188941.311804415","184653.292944938","193229.330663892"
"Idaho","Total","75-84 years","87524.5378945448","85254.8671109222","89794.2086781674"
"Idaho","Total","85+ years","29931.3909505565","29170.5074870629","30692.27441405"
"Illinois","Female","< 1 year","68712.538222952","64999.4632883978","72425.6131575062"
"Illinois","Female","1-4 years","295380.328918081","281039.04953289","309721.608303272"
"Illinois","Female","5-14 years","767398.245393176","745589.72203452","789206.768751833"
"Illinois","Female","15-24 years","781019.501879219","765299.564556306","796739.439202133"
"Illinois","Female","25-34 years","879124.009158912","845767.58997426","912480.428343565"
"Illinois","Female","35-44 years","834987.141798942","816312.021200963","853662.26239692"
"Illinois","Female","45-54 years","756597.810873928","734196.491415327","778999.130332529"
"Illinois","Female","55-64 years","853036.672322569","836991.342188391","869082.002456748"
"Illinois","Female","65-74 years","682711.635066594","653759.926262448","711663.34387074"
"Illinois","Female","75-84 years","345916.609158913","333193.677094001","358639.541223824"
"Illinois","Female","85+ years","180504.479073162","175281.607942457","185727.350203867"
"Illinois","Male","< 1 year","71860.2510490786","68009.6395500203","75710.862548137"
"Illinois","Male","1-4 years","310028.34906039","295353.438998212","324703.259122569"
"Illinois","Male","5-14 years","800375.303192848","777893.183633185","822857.422752511"
"Illinois","Male","15-24 years","808085.31246123","789152.272784859","827018.3521376"
"Illinois","Male","25-34 years","908101.716511585","879123.042198541","937080.390824629"
"Illinois","Male","35-44 years","835356.160810071","816761.276297887","853951.045322255"
"Illinois","Male","45-54 years","742228.11001642","721343.365791083","763112.854241758"
"Illinois","Male","55-64 years","803970.667323481","788192.685274716","819748.649372247"
"Illinois","Male","65-74 years","595756.748987411","571273.621924348","620239.876050475"
"Illinois","Male","75-84 years","258472.25685094","249645.033632655","267299.480069224"
"Illinois","Male","85+ years","94582.5296843642","91769.8699311088","97395.1894376196"
"Illinois","Total","< 1 year","140572.789272031","133097.782843853","148047.795700208"
"Illinois","Total","1-4 years","605408.677978471","576453.140433264","634364.215523678"
"Illinois","Total","5-14 years","1567773.54858602","1523535.52588144","1612011.57129061"
"Illinois","Total","15-24 years","1589104.81434045","1554669.83263048","1623539.79605042"
"Illinois","Total","25-34 years","1787225.7256705","1725128.68654262","1849322.76479838"
"Illinois","Total","35-44 years","1670343.30260901","1633148.06149814","1707538.54371989"
"Illinois","Total","45-54 years","1498825.92089035","1455579.03695752","1542072.80482317"
"Illinois","Total","55-64 years","1657007.33964605","1625241.70706687","1688772.97222523"
"Illinois","Total","65-74 years","1278468.384054","1225058.47552306","1331878.29258495"
"Illinois","Total","75-84 years","604388.866009852","582905.803498474","625871.928521231"
"Illinois","Total","85+ years","275087.008757526","267070.01892432","283103.998590731"
"Indiana","Female","< 1 year","38178.1710636745","36302.7592187655","40053.5829085835"
"Indiana","Female","1-4 years","161693.8994709","158205.606745619","165182.19219618"
"Indiana","Female","5-14 years","424998.870534574","418263.50967646","431734.231392688"
"Indiana","Female","15-24 years","447876.56332786","442843.818311676","452909.308344043"
"Indiana","Female","25-34 years","447748.121145776","437116.283323857","458379.958967695"
"Indiana","Female","35-44 years","427112.290968801","419335.129145057","434889.452792546"
"Indiana","Female","45-54 years","387649.632512315","374102.706994977","401196.558029654"
"Indiana","Female","55-64 years","446301.165772669","437094.737915331","455507.593630007"
"Indiana","Female","65-74 years","365828.820397738","351692.625826274","379965.014969201"
"Indiana","Female","75-84 years","180162.529647875","172099.808126779","188225.25116897"
"Indiana","Female","85+ years","88469.30651341","85350.3629881945","91588.2500386254"
"Indiana","Male","< 1 year","40171.5111476008","38248.3090283836","42094.713266818"
"Indiana","Male","1-4 years","171730.323882503","168072.993995208","175387.653769798"
"Indiana","Male","5-14 years","445008.589199051","437262.308101905","452754.870296198"
"Indiana","Male","15-24 years","472543.937383689","466892.437552038","478195.43721534"
"Indiana","Male","25-34 years","456312.696807152","448729.980131819","463895.413482484"
"Indiana","Male","35-44 years","422586.708994709","415112.018856331","430061.399133087"
"Indiana","Male","45-54 years","385157.022952016","371458.659245579","398855.386658453"
"Indiana","Male","55-64 years","424192.830906769","415274.355183336","433111.306630202"
"Indiana","Male","65-74 years","323072.92902755","311159.585689494","334986.272365606"
"Indiana","Male","75-84 years","136674.418646232","130927.804049137","142421.033243328"
"Indiana","Male","85+ years","46443.7452289728","44799.3530465073","48088.1374114383"
"Indiana","Total","< 1 year","78349.6822112753","74615.1430550162","82084.2213675345"
"Indiana","Total","1-4 years","333424.223353403","326363.455143864","340484.991562941"
"Indiana","Total","5-14 years","870007.459733625","855583.06790374","884431.85156351"
"Indiana","Total","15-24 years","920420.500711549","910129.980519029","930711.020904069"
"Indiana","Total","25-34 years","904060.817952928","886006.604117988","922115.031787868"
"Indiana","Total","35-44 years","849698.999963511","834511.672737977","864886.327189044"
"Indiana","Total","45-54 years","772806.655464332","745641.166216755","799972.144711908"
"Indiana","Total","55-64 years","870493.996679438","852485.843381289","888502.149977588"
"Indiana","Total","65-74 years","688901.749425287","662875.065430701","714928.433419874"
"Indiana","Total","75-84 years","316836.948294107","303041.562383693","330632.334204521"
"Indiana","Total","85+ years","134913.051742383","130172.458813389","139653.644671377"
"Iowa","Female","< 1 year","17617.9238825032","16495.7011313129","18740.1466336935"
"Iowa","Female","1-4 years","75909.3588761175","73553.5452661698","78265.1724860652"
"Iowa","Female","5-14 years","203410.018609743","198983.243733828","207836.793485658"
"Iowa","Female","15-24 years","213469.721583653","207490.932799743","219448.510367562"
"Iowa","Female","25-34 years","196484.908702791","186577.621009606","206392.196395977"
"Iowa","Female","35-44 years","200730.349206349","195714.236695184","205746.461717514"
"Iowa","Female","45-54 years","164400.825652253","157021.722333468","171779.928971039"
"Iowa","Female","55-64 years","210867.410071155","204629.406598275","217105.413544035"
"Iowa","Female","65-74 years","173041.773544974","168897.638413947","177185.908676"
"Iowa","Female","75-84 years","90538.2133917169","88107.8102519011","92968.6165315326"
"Iowa","Female","85+ years","52408.3453019522","51148.9000099168","53667.7905939876"
"Iowa","Male","< 1 year","18561.471592775","17376.4590685496","19746.4841170004"
"Iowa","Male","1-4 years","79688.7324940704","76995.78923698","82381.6757511609"
"Iowa","Male","5-14 years","212831.264769203","208619.675076384","217042.854462021"
"Iowa","Male","15-24 years","226063.415800037","219300.590082646","232826.241517427"
"Iowa","Male","25-34 years","208849.449553001","198462.254430123","219236.64467588"
"Iowa","Male","35-44 years","207557.65677796","203355.169218243","211760.144337678"
"Iowa","Male","45-54 years","168209.007516877","160193.49704179","176224.517991963"
"Iowa","Male","55-64 years","204323.70764459","197001.447146669","211645.968142512"
"Iowa","Male","65-74 years","162346.96449553","157830.174395418","166863.754595642"
"Iowa","Male","75-84 years","71033.0384966247","68320.3432117635","73745.7337814859"
"Iowa","Male","85+ years","27552.6907498632","26722.3522246257","28383.0292751006"
"Iowa","Total","< 1 year","36179.3954752782","33910.3436948002","38448.4472557563"
"Iowa","Total","1-4 years","155598.091370188","150587.5948421","160608.587898276"
"Iowa","Total","5-14 years","416241.283378945","407639.165678444","424843.401079447"
"Iowa","Total","15-24 years","439533.137383689","426821.913285618","452244.361481761"
"Iowa","Total","25-34 years","405334.358255793","385065.686234851","425603.030276734"
"Iowa","Total","35-44 years","408288.005984309","399103.840840402","417472.171128217"
"Iowa","Total","45-54 years","332609.83316913","317380.889415595","347838.776922664"
"Iowa","Total","55-64 years","415191.117715745","401643.728158412","428738.507273078"
"Iowa","Total","65-74 years","335388.738040504","326762.357917191","344015.118163816"
"Iowa","Total","75-84 years","161571.251888342","156471.928595628","166670.575181055"
"Iowa","Total","85+ years","79961.0360518154","77911.8072325042","82010.2648711266"
"Kansas","Female","< 1 year","15948.001532567","15096.7514764516","16799.2515886825"
"Kansas","Female","1-4 years","71137.0367816092","68922.3602612266","73351.7133019918"
"Kansas","Female","5-14 years","197963.87692027","190283.562229335","205644.191611205"
"Kansas","Female","15-24 years","195430.092683817","186833.201101898","204026.984265736"
"Kansas","Female","25-34 years","186805.001715016","175696.826565989","197913.176864042"
"Kansas","Female","35-44 years","189683.023864258","183462.889812987","195903.15791553"
"Kansas","Female","45-54 years","146789.201860974","138278.965508404","155299.438213545"
"Kansas","Female","55-64 years","190383.84261996","185207.594878658","195560.090361262"
"Kansas","Female","65-74 years","154184.28998358","149122.839299746","159245.740667413"
"Kansas","Female","75-84 years","76214.5674876847","73541.0102453015","78888.124730068"
"Kansas","Female","85+ years","43710.8510855683","42445.3661187372","44976.3360523994"
"Kansas","Male","< 1 year","17235.3985404123","16390.0613334307","18080.7357473939"
"Kansas","Male","1-4 years","74422.9864988141","71919.426435787","76926.5465618412"
"Kansas","Male","5-14 years","206673.400401387","199346.735317788","214000.065484986"
"Kansas","Male","15-24 years","214173.799744572","204784.86712662","223562.732362524"
"Kansas","Male","25-34 years","201461.198941799","189648.623120356","213273.774763242"
"Kansas","Male","35-44 years","194548.307754059","187944.159240151","201152.456267968"
"Kansas","Male","45-54 years","149328.42962963","141171.580882966","157485.278376294"
"Kansas","Male","55-64 years","179005.547710272","173303.11928265","184707.976137894"
"Kansas","Male","65-74 years","142297.019047619","137088.412523511","147505.625571727"
"Kansas","Male","75-84 years","59391.8499908776","56578.8637316306","62204.8362501246"
"Kansas","Male","85+ years","24083.1071337347","23154.8399818187","25011.3742856508"
"Kansas","Total","< 1 year","33183.4000729794","31596.7254407456","34770.0747052131"
"Kansas","Total","1-4 years","145560.023280423","140919.463154336","150200.583406511"
"Kansas","Total","5-14 years","404637.277321657","389647.735972883","419626.818670431"
"Kansas","Total","15-24 years","409603.892428389","391821.533533071","427386.251323707"
"Kansas","Total","25-34 years","388266.200656814","365439.815226479","411092.58608715"
"Kansas","Total","35-44 years","384231.331618318","371534.5690414","396928.094195236"
"Kansas","Total","45-54 years","296117.631490604","279633.188493221","312602.074487987"
"Kansas","Total","55-64 years","369389.390330232","358627.778655798","380151.002004665"
"Kansas","Total","65-74 years","296481.309031199","286224.399384911","306738.218677486"
"Kansas","Total","75-84 years","135606.417478562","130154.54680652","141058.288150604"
"Kansas","Total","85+ years","67793.958219303","65618.081734914","69969.834703692"
"Kentucky","Female","< 1 year","25339.9662470352","24201.4139240785","26478.5185699919"
"Kentucky","Female","1-4 years","106297.769348659","102511.677962916","110083.860734402"
"Kentucky","Female","5-14 years","272973.071264368","269119.431870854","276826.710657882"
"Kentucky","Female","15-24 years","282736.368180989","277223.388188889","288249.348173089"
"Kentucky","Female","25-34 years","291194.4378763","285008.183910443","297380.691842157"
"Kentucky","Female","35-44 years","281261.234519248","275566.411305065","286956.057733432"
"Kentucky","Female","45-54 years","269280.000328407","261678.421775534","276881.57888128"
"Kentucky","Female","55-64 years","306071.456923919","299897.132529109","312245.781318729"
"Kentucky","Female","65-74 years","255943.117350848","247017.961843386","264868.272858311"
"Kentucky","Female","75-84 years","125965.611895639","122147.838541914","129783.385249365"
"Kentucky","Female","85+ years","56127.5347199416","54037.0342208069","58218.0352190764"
"Kentucky","Male","< 1 year","26640.6716657544","25474.6206675639","27806.722663945"
"Kentucky","Male","1-4 years","112934.76216019","109637.430101131","116232.094219248"
"Kentucky","Male","5-14 years","286507.858529465","282535.968703647","290479.748355284"
"Kentucky","Male","15-24 years","302662.544243751","296428.811327522","308896.27715998"
"Kentucky","Male","25-34 years","301829.129319467","296251.607328093","307406.651310841"
"Kentucky","Male","35-44 years","276091.772377303","270911.950412763","281271.594341843"
"Kentucky","Male","45-54 years","264998.620251779","257707.551964153","272289.688539405"
"Kentucky","Male","55-64 years","281707.303411786","275219.514126776","288195.092696796"
"Kentucky","Male","65-74 years","224645.136325488","216796.303556829","232493.969094147"
"Kentucky","Male","75-84 years","96637.6954935231","93688.0846080351","99587.306379011"
"Kentucky","Male","85+ years","29537.505090312","28261.042119352","30813.9680612719"
"Kentucky","Total","< 1 year","51980.6379127896","49728.7861827988","54232.4896427805"
"Kentucky","Total","1-4 years","219232.531508849","212253.209793442","226211.853224256"
"Kentucky","Total","5-14 years","559480.929793833","551727.232359866","567234.627227801"
"Kentucky","Total","15-24 years","585398.91242474","574089.601222487","596708.223626993"
"Kentucky","Total","25-34 years","593023.567195767","581779.182843275","604267.951548259"
"Kentucky","Total","35-44 years","557353.006896552","546631.939226079","568074.074567025"
"Kentucky","Total","45-54 years","534278.620580186","519460.947071191","549096.294089181"
"Kentucky","Total","55-64 years","587778.760335705","575156.620925142","600400.899746269"
"Kentucky","Total","65-74 years","480588.253676337","463823.402562897","497353.104789776"
"Kentucky","Total","75-84 years","222603.307389163","215855.727446895","229350.887331431"
"Kentucky","Total","85+ years","85665.0398102536","82336.487880796","88993.5917397113"
"Louisiana","Female","< 1 year","28752.3861339172","25262.4794028989","32242.2928649355"
"Louisiana","Female","1-4 years","122690.465608466","115233.310908164","130147.620308767"
"Louisiana","Female","5-14 years","311888.77040686","294879.39091433","328898.14989939"
"Louisiana","Female","15-24 years","287599.981134829","271357.093639922","303842.868629737"
"Louisiana","Female","25-34 years","346826.331618318","324640.251009828","369012.412226807"
"Louisiana","Female","35-44 years","319190.698376209","304786.211890129","333595.184862289"
"Louisiana","Female","45-54 years","264720.022660099","253046.514654706","276393.530665491"
"Louisiana","Female","55-64 years","317837.130961503","310717.786922095","324956.475000912"
"Louisiana","Female","65-74 years","259485.487648239","249778.099696081","269192.875600398"
"Louisiana","Female","75-84 years","125145.755373107","118739.789044284","131551.72170193"
"Louisiana","Female","85+ years","57176.9312169312","54588.744283529","59765.1181503334"
"Louisiana","Male","< 1 year","29878.1537675607","26270.4573750729","33485.8501600485"
"Louisiana","Male","1-4 years","126750.415179712","118962.492659259","134538.337700164"
"Louisiana","Male","5-14 years","324100.333515782","305480.920603535","342719.746428028"
"Louisiana","Male","15-24 years","299469.137967524","283198.371481635","315739.904453413"
"Louisiana","Male","25-34 years","343982.413537676","321147.77606736","366817.051007991"
"Louisiana","Male","35-44 years","308787.499762817","295815.851075403","321759.148450231"
"Louisiana","Male","45-54 years","248202.367378216","236135.286964837","260269.447791595"
"Louisiana","Male","55-64 years","287314.671154899","280627.561526529","294001.780783269"
"Louisiana","Male","65-74 years","223174.697500456","214792.916013198","231556.478987714"
"Louisiana","Male","75-84 years","93587.6649151615","89064.5408151195","98110.7890152034"
"Louisiana","Male","85+ years","30742.0553183726","29458.0968162819","32026.0138204632"
"Louisiana","Total","< 1 year","58630.5399014778","51551.2171591013","65709.8626438544"
"Louisiana","Total","1-4 years","249440.880788177","234217.695577431","264664.065998923"
"Louisiana","Total","5-14 years","635989.103922642","600372.47943434","671605.728410943"
"Louisiana","Total","15-24 years","587069.119102354","554699.601513878","619438.636690829"
"Louisiana","Total","25-34 years","690808.745155993","645921.282900338","735696.207411649"
"Louisiana","Total","35-44 years","627978.198139026","600757.25960343","655199.136674621"
"Louisiana","Total","45-54 years","512922.390038314","489263.10342192","536581.676654708"
"Louisiana","Total","55-64 years","605151.802116402","591513.147346443","618790.456886361"
"Louisiana","Total","65-74 years","482660.185148696","464603.829268545","500716.541028846"
"Louisiana","Total","75-84 years","218733.420288269","207820.269007601","229646.571568936"
"Louisiana","Total","85+ years","87918.9865353038","84100.2369079424","91737.7361626652"
"Maine","Female","< 1 year","5346.41550811896","4729.651747483","5963.17926875491"
"Maine","Female","1-4 years","23729.6887429301","22083.3977281577","25375.9797577025"
"Maine","Female","5-14 years","69520.1519430761","68310.3914582652","70729.9124278869"
"Maine","Female","15-24 years","68416.1335157818","64245.1921441272","72587.0748874364"
"Maine","Female","25-34 years","82901.5255245393","81780.4607660132","84022.5902830654"
"Maine","Female","35-44 years","77006.3773763911","73089.0953553648","80923.6593974174"
"Maine","Female","45-54 years","80741.2317825215","76667.8361211346","84814.6274439084"
"Maine","Female","55-64 years","106556.387484036","103893.294985654","109219.479982418"
"Maine","Female","65-74 years","96708.6486042693","93114.1329711229","100303.164237416"
"Maine","Female","75-84 years","44474.546031746","42164.4388398482","46784.6532236438"
"Maine","Female","85+ years","22409.7839445357","21671.209833079","23148.3580559924"
"Maine","Male","< 1 year","5569.27666484218","4872.59141441681","6265.96191526755"
"Maine","Male","1-4 years","25084.1855135924","23265.0879416876","26903.2830854972"
"Maine","Male","5-14 years","72820.0177704798","71247.0074523822","74393.0280885775"
"Maine","Male","15-24 years","71799.5543878854","66610.217655745","76988.8911200258"
"Maine","Male","25-34 years","84445.0702426564","83210.5817994509","85679.5586858619"
"Maine","Male","35-44 years","74420.0608648057","70684.8805315256","78155.2411980858"
"Maine","Male","45-54 years","77999.4694398832","74394.1596395803","81604.7792401862"
"Maine","Male","55-64 years","97790.5683269477","94275.15679998","101305.979853915"
"Maine","Male","65-74 years","88834.6030651341","85165.2247860151","92503.9813442531"
"Maine","Male","75-84 years","36772.9318007663","35362.4930898642","38183.3705116684"
"Maine","Male","85+ years","12467.8806787083","12142.478840791","12793.2825166256"
"Maine","Total","< 1 year","10915.6921729611","9615.72789431663","12215.6564516057"
"Maine","Total","1-4 years","48813.8742565225","45357.2871710622","52270.4613419829"
"Maine","Total","5-14 years","142340.169713556","139573.278680416","145107.060746696"
"Maine","Total","15-24 years","140215.687903667","130870.423096304","149560.95271103"
"Maine","Total","25-34 years","167346.595767196","165057.864276707","169635.327257684"
"Maine","Total","35-44 years","151426.438241197","143829.006501419","159023.869980975"
"Maine","Total","45-54 years","158740.701222405","151126.389164212","166355.013280597"
"Maine","Total","55-64 years","204346.955810983","198374.569995694","210319.341626272"
"Maine","Total","65-74 years","185543.251669403","178300.892603169","192785.610735638"
"Maine","Total","75-84 years","81247.4778325123","77548.107377591","84946.8482874336"
"Maine","Total","85+ years","34877.6646232439","33841.5547981588","35913.774448329"
"Maryland","Female","< 1 year","33328.3048348841","31717.9848914279","34938.6247783404"
"Maryland","Female","1-4 years","143707.20941434","136375.544281054","151038.874547627"
"Maryland","Female","5-14 years","375787.993541325","365788.136645348","385787.850437301"
"Maryland","Female","15-24 years","340863.775223499","323460.381907113","358267.168539886"
"Maryland","Female","25-34 years","436936.029994527","409113.960134266","464758.099854787"
"Maryland","Female","35-44 years","397251.954387885","376424.673496019","418079.235279752"
"Maryland","Female","45-54 years","397113.17164751","390826.824649778","403399.518645241"
"Maryland","Female","55-64 years","425464.814705346","418064.972700477","432864.656710215"
"Maryland","Female","65-74 years","336606.767122788","320760.770392989","352452.763852587"
"Maryland","Female","75-84 years","160550.156723226","151168.254864217","169932.058582234"
"Maryland","Female","85+ years","80028.091954023","76937.6027084806","83118.5811995654"
"Maryland","Male","< 1 year","34526.300711549","32728.7118795653","36323.8895435326"
"Maryland","Male","1-4 years","149563.869257435","141760.310380836","157367.428134033"
"Maryland","Male","5-14 years","392789.963108922","381283.71274217","404296.213475673"
"Maryland","Male","15-24 years","350144.542784163","331235.810682417","369053.27488591"
"Maryland","Male","25-34 years","437049.911913884","407377.097332576","466722.726495193"
"Maryland","Male","35-44 years","383667.734318555","365463.320221964","401872.148415146"
"Maryland","Male","45-54 years","367518.050136836","360277.0842262","374759.016047472"
"Maryland","Male","55-64 years","386393.610399562","379363.865555691","393423.355243434"
"Maryland","Male","65-74 years","277920.043021347","265444.141348152","290395.944694541"
"Maryland","Male","75-84 years","120745.661631089","116009.551223658","125481.77203852"
"Maryland","Male","85+ years","42695.2285349389","41586.8129254917","43803.6441443861"
"Maryland","Total","< 1 year","67854.6055464331","64471.9667610921","71237.2443317741"
"Maryland","Total","1-4 years","293271.078671775","278150.638351827","308391.518991723"
"Maryland","Total","5-14 years","768577.956650246","747099.055429037","790056.857871455"
"Maryland","Total","15-24 years","691008.318007663","654866.556804349","727150.079210977"
"Maryland","Total","25-34 years","873985.941908411","816522.282823269","931449.600993553"
"Maryland","Total","35-44 years","780919.68870644","742051.981441257","819787.395971624"
"Maryland","Total","45-54 years","764631.221784346","751431.997247293","777830.446321399"
"Maryland","Total","55-64 years","811858.425104908","797555.080662032","826161.769547784"
"Maryland","Total","65-74 years","614526.810144134","586271.539296943","642782.080991325"
"Maryland","Total","75-84 years","281295.818354315","267215.009910221","295376.626798408"
"Maryland","Total","85+ years","122723.320488962","118558.570306683","126888.070671241"
"Massachusetts","Female","< 1 year","33931.3315453384","32089.2486717383","35773.4144189386"
"Massachusetts","Female","1-4 years","144458.60478015","138142.586488511","150774.623071788"
"Massachusetts","Female","5-14 years","377490.117898194","364650.242878894","390329.992917494"
"Massachusetts","Female","15-24 years","444498.532713009","422344.616028535","466652.449397482"
"Massachusetts","Female","25-34 years","540288.659441708","502538.572453532","578038.746429883"
"Massachusetts","Female","35-44 years","426893.192993979","399765.657477949","454020.728510009"
"Massachusetts","Female","45-54 years","446537.077613574","436834.940835719","456239.214391429"
"Massachusetts","Female","55-64 years","483726.53971903","475657.752455149","491795.32698291"
"Massachusetts","Female","65-74 years","402819.833862434","381285.49529141","424354.172433457"
"Massachusetts","Female","75-84 years","191721.212917351","181950.494005098","201491.931829604"
"Massachusetts","Female","85+ years","107469.278635286","103501.782607403","111436.774663168"
"Massachusetts","Male","< 1 year","35850.4602079912","34140.2747045101","37560.6457114724"
"Massachusetts","Male","1-4 years","151249.439883233","144564.846337755","157934.033428711"
"Massachusetts","Male","5-14 years","393892.050209816","380364.675503651","407419.424915981"
"Massachusetts","Male","15-24 years","440053.464878672","419082.36854239","461024.561214954"
"Massachusetts","Male","25-34 years","548844.034263821","512850.707205623","584837.361322018"
"Massachusetts","Male","35-44 years","416590.208721036","388616.374672014","444564.042770059"
"Massachusetts","Male","45-54 years","417386.925342091","408108.956675528","426664.894008654"
"Massachusetts","Male","55-64 years","449118.184382412","441905.618918797","456330.749846027"
"Massachusetts","Male","65-74 years","346246.706075534","327966.346379203","364527.065771864"
"Massachusetts","Male","75-84 years","142797.995876665","136257.165578678","149338.826174652"
"Massachusetts","Male","85+ years","55011.4361977741","53593.9097896203","56428.962605928"
"Massachusetts","Total","< 1 year","69781.7917533297","66267.7680638563","73295.8154428031"
"Massachusetts","Total","1-4 years","295708.044663383","282736.200871903","308679.888454862"
"Massachusetts","Total","5-14 years","771382.16810801","745045.788607925","797718.547608094"
"Massachusetts","Total","15-24 years","884551.99759168","841534.111093646","927569.884089715"
"Massachusetts","Total","25-34 years","1089132.69370553","1015446.09740579","1162819.29000527"
"Massachusetts","Total","35-44 years","843483.401715016","788404.604726135","898562.198703896"
"Massachusetts","Total","45-54 years","863924.002955665","845046.821178551","882801.18473278"
"Massachusetts","Total","55-64 years","932844.724101442","917581.347676437","948108.100526446"
"Massachusetts","Total","65-74 years","749066.539937968","709286.851994794","788846.227881141"
"Massachusetts","Total","75-84 years","334519.208794016","318230.961699415","350807.455888617"
"Massachusetts","Total","85+ years","162480.71483306","157108.759106722","167852.670559398"
"Michigan","Female","< 1 year","52192.9657726692","47871.6882964852","56514.2432488532"
"Michigan","Female","1-4 years","225011.179346835","216893.733665071","233128.625028598"
"Michigan","Female","5-14 years","581762.668746579","563893.63652756","599631.700965599"
