"State","Gender","Age.Cohort","fit","lwr","upr"
"Arizona","Male","65-74 years","379550.857179347","365782.235492559","393319.478866135"
"Arizona","Male","75-84 years","199424.4176975","195243.518296028","203605.317098973"
"Arizona","Male","85+ years","65270.1530742565","64009.3672563562","66530.9388921569"
"Arizona","Total","< 1 year","75197.7345739828","66537.0955510735","83858.3735968922"
"Arizona","Total","1-4 years","324787.376865536","297705.885045464","351868.868685607"
"Arizona","Total","5-14 years","914905.723262179","891965.443637011","937846.002887347"
"Arizona","Total","15-24 years","952553.692683817","930515.177988451","974592.207379183"
"Arizona","Total","25-34 years","1022745.48188287","989964.378235727","1055526.58553001"
"Arizona","Total","35-44 years","902225.203831418","876883.406440067","927567.001222769"
"Arizona","Total","45-54 years","818063.653603357","787570.428436258","848556.878770456"
"Arizona","Total","55-64 years","865838.900091225","839302.125629732","892375.674552717"
"Arizona","Total","65-74 years","816398.668235724","785829.650629866","846967.685841581"
"Arizona","Total","75-84 years","426748.934829411","414313.489393815","439184.380265007"
"Arizona","Total","85+ years","154636.548914432","150904.364773992","158368.733054871"
"Arkansas","Female","< 1 year","17064.0113482941","16074.0899214954","18053.9327750928"
"Arkansas","Female","1-4 years","72613.1222404671","69602.1164786648","75624.1280022693"
"Arkansas","Female","5-14 years","194037.543112571","188452.27634209","199622.809883052"
"Arkansas","Female","15-24 years","193957.789089582","190131.217110781","197784.361068384"
"Arkansas","Female","25-34 years","198854.853858785","194516.52397234","203193.18374523"
"Arkansas","Female","35-44 years","190148.591133005","185287.617065444","195009.565200566"
"Arkansas","Female","45-54 years","174895.581426747","169342.24478795","180448.918065544"
"Arkansas","Female","55-64 years","196097.235212553","192405.523987549","199788.946437556"
"Arkansas","Female","65-74 years","171787.015654078","165730.226033049","177843.805275106"
"Arkansas","Female","75-84 years","91859.6299580369","90239.5781047543","93479.6818113194"
"Arkansas","Female","85+ years","40035.7646779785","38748.8818452966","41322.6475106604"
"Arkansas","Male","< 1 year","17910.3464331326","16859.721970301","18960.9708959643"
"Arkansas","Male","1-4 years","76961.1119868637","74285.4512401772","79636.7727335502"
"Arkansas","Male","5-14 years","203860.23072432","197307.050052764","210413.411395877"
"Arkansas","Male","15-24 years","202659.693340631","199494.101109048","205825.285572214"
"Arkansas","Male","25-34 years","200895.059733625","197567.630243695","204222.489223556"
"Arkansas","Male","35-44 years","187353.23426382","182513.37081411","192193.097713531"
"Arkansas","Male","45-54 years","169385.078963693","164366.558463746","174403.59946364"
"Arkansas","Male","55-64 years","181046.688341544","176652.848289769","185440.528393319"
"Arkansas","Male","65-74 years","148296.942382777","143367.423279581","153226.461485972"
"Arkansas","Male","75-84 years","72793.1558474731","72024.2643550766","73562.0473398696"
"Arkansas","Male","85+ years","22868.3223134465","22152.1929224613","23584.4517044316"
"Arkansas","Total","< 1 year","34974.3577814267","32973.4385673789","36975.2769954746"
"Arkansas","Total","1-4 years","149574.234227331","143938.089942832","155210.37851183"
"Arkansas","Total","5-14 years","397897.773836891","385781.499522651","410014.048151131"
"Arkansas","Total","15-24 years","396617.482430213","389811.439606373","403423.525254054"
"Arkansas","Total","25-34 years","399749.91359241","392227.496932433","407272.330252388"
"Arkansas","Total","35-44 years","377501.825396825","367890.075591209","387113.575202442"
"Arkansas","Total","45-54 years","344280.66039044","333738.794222058","354822.526558821"
"Arkansas","Total","55-64 years","377143.923554096","369151.437091795","385136.410016397"
"Arkansas","Total","65-74 years","320083.958036855","309124.857049641","331043.059024068"
"Arkansas","Total","75-84 years","164652.78580551","162318.361551379","166987.21005964"
"Arkansas","Total","85+ years","62904.0869914249","60927.4510611383","64880.7229217115"
"California","Female","< 1 year","213775.386389345","192643.171337634","234907.601441056"
"California","Female","1-4 years","974312.817478562","872190.855117542","1076434.77983958"
"California","Female","5-14 years","2498766.40740741","2408806.85718125","2588725.95763357"
"California","Female","15-24 years","2357106.2237183","2243638.8778077","2470573.5696289"
"California","Female","25-34 years","3062238.97624521","2975573.96138377","3148903.99110665"
"California","Female","35-44 years","2621743.31395731","2544465.79723319","2699020.83068143"
"California","Female","45-54 years","2406137.69118774","2335908.79844555","2476366.58392993"
"California","Female","55-64 years","2444942.59335888","2410717.35996481","2479167.82675294"
"California","Female","65-74 years","1979756.13917168","1904358.39330213","2055153.88504123"
"California","Female","75-84 years","964530.50173326","915560.448549899","1013500.55491662"
"California","Female","85+ years","485742.148440066","470167.527505737","501316.769374395"
"California","Male","< 1 year","225702.280058384","204275.220665773","247129.339450994"
"California","Male","1-4 years","1023314.38241197","916719.842671196","1129908.92215274"
"California","Male","5-14 years","2610772.5960956","2516578.48820254","2704966.70398866"
"California","Male","15-24 years","2446669.51713191","2316934.37094748","2576404.66331634"
"California","Male","25-34 years","3306277.91618318","3201879.81400594","3410676.01836042"
"California","Male","35-44 years","2684668.22003284","2590302.83386621","2779033.60619947"
"California","Male","45-54 years","2387923.09943441","2326398.73429588","2449447.46457294"
"California","Male","55-64 years","2329279.65831053","2296346.07435332","2362213.24226773"
"California","Male","65-74 years","1720254.75143222","1656581.71849939","1783927.78436505"
"California","Male","75-84 years","763325.902317096","737198.215257441","789453.58937675"
"California","Male","85+ years","291328.65568327","284495.922467695","298161.388898844"
"California","Total","< 1 year","439477.666447728","396961.975545825","481993.357349632"
"California","Total","1-4 years","1997627.19989053","1788920.1453306","2206334.25445046"
"California","Total","5-14 years","5109539.00350301","4925446.56603162","5293631.4409744"
"California","Total","15-24 years","4803775.74085021","4561599.14196455","5045952.33973587"
"California","Total","25-34 years","6368516.89242839","6178126.30606502","6558907.47879176"
"California","Total","35-44 years","5306411.53399015","5135368.15769674","5477454.91028355"
"California","Total","45-54 years","4794060.79062215","4662650.400079","4925471.1811653"
"California","Total","55-64 years","4774222.25166941","4707283.04336528","4841161.45997353"
"California","Total","65-74 years","3700010.89060391","3561209.22219512","3838812.55901269"
"California","Total","75-84 years","1727856.40405036","1653581.92217297","1802130.88592775"
"California","Total","85+ years","777070.804123335","755074.714699509","799066.893547162"
"Colorado","Female","< 1 year","30270.4621419449","27490.9766257742","33049.9476581156"
"Colorado","Female","1-4 years","124850.187265098","118573.7310168","131126.643513396"
"Colorado","Female","5-14 years","355767.763546798","343132.981187531","368402.545906065"
"Colorado","Female","15-24 years","353427.621455939","338100.251960499","368754.990951378"
"Colorado","Female","25-34 years","455316.327312534","446130.862262629","464501.79236244"
"Colorado","Female","35-44 years","409142.080824667","399022.906641383","419261.255007951"
"Colorado","Female","45-54 years","330878.833935413","317794.08299396","343963.584876867"
"Colorado","Female","55-64 years","366093.105601168","355756.077660397","376430.133541938"
"Colorado","Female","65-74 years","300601.18467433","289850.085316015","311352.284032644"
"Colorado","Female","75-84 years","127672.380368546","122689.686471601","132655.07426549"
"Colorado","Female","85+ years","58720.7715015508","56433.4240974833","61008.1189056183"
"Colorado","Male","< 1 year","31180.0161649334","28412.0433341394","33947.9889957274"
"Colorado","Male","1-4 years","128903.731727787","123062.606314389","134744.857141185"
"Colorado","Male","5-14 years","374361.795584747","360270.318567591","388453.272601904"
"Colorado","Male","15-24 years","385412.142346287","365900.297021298","404923.987671276"
"Colorado","Male","25-34 years","508619.489326765","494687.420599694","522551.558053837"
"Colorado","Male","35-44 years","433611.544097792","422358.37241102","444864.715784565"
"Colorado","Male","45-54 years","346083.284181719","331446.481661044","360720.086702393"
"Colorado","Male","55-64 years","345971.671227878","336707.373065855","355235.969389901"
"Colorado","Male","65-74 years","275344.799124247","265600.280227784","285089.318020711"
"Colorado","Male","75-84 years","106448.782667396","103975.386153589","108922.179181204"
"Colorado","Male","85+ years","35049.0392264185","34152.4534968363","35945.6249560008"
"Colorado","Total","< 1 year","61450.4783068783","55946.7876429192","66954.1689708374"
"Colorado","Total","1-4 years","253753.918992885","241671.870737303","265835.967248466"
"Colorado","Total","5-14 years","730129.559131545","703427.806690979","756831.311572111"
"Colorado","Total","15-24 years","738839.763802226","704176.214705914","773503.312898538"
"Colorado","Total","25-34 years","963935.8166393","942210.024100923","985661.609177676"
"Colorado","Total","35-44 years","842753.624922459","821499.47422547","864007.775619449"
"Colorado","Total","45-54 years","676962.118117132","649364.149341674","704560.08689259"
"Colorado","Total","55-64 years","712064.776829046","692573.153294851","731556.400363241"
"Colorado","Total","65-74 years","575945.983798577","555515.143187905","596376.824409249"
"Colorado","Total","75-84 years","234121.163035942","226857.680312222","241384.645759663"
"Colorado","Total","85+ years","93769.8107279694","90634.3446783757","96905.276777563"
"Connecticut","Female","< 1 year","16272.2064951651","15370.888669512","17173.5243208182"
"Connecticut","Female","1-4 years","70886.1455208903","67832.1528084947","73940.1382332859"
"Connecticut","Female","5-14 years","197297.012953841","192728.573430481","201865.4524772"
"Connecticut","Female","15-24 years","222798.615617588","214651.184387309","230946.046847867"
"Connecticut","Female","25-34 years","228254.469585842","214984.604902924","241524.33426876"
"Connecticut","Female","35-44 years","208535.258055099","194441.75917044","222628.756939759"
"Connecticut","Female","45-54 years","231767.813318737","224896.942076432","238638.684561043"
"Connecticut","Female","55-64 years","261587.809012954","255580.558713193","267595.059312715"
"Connecticut","Female","65-74 years","206863.298047802","195124.694638931","218601.901456672"
"Connecticut","Female","75-84 years","104856.231162197","99652.9479658088","110059.514358585"
"Connecticut","Female","85+ years","59815.1202335341","58674.915413189","60955.3250538791"
"Connecticut","Male","< 1 year","17132.4871373837","16013.3634450652","18251.6108297022"
"Connecticut","Male","1-4 years","74228.8040868455","70999.3229579988","77458.2852156922"
"Connecticut","Male","5-14 years","204293.084875023","199635.361691563","208950.808058483"
"Connecticut","Male","15-24 years","231682.54438971","222510.205611936","240854.883167484"
"Connecticut","Male","25-34 years","239633.43072432","226803.171921951","252463.68952669"
"Connecticut","Male","35-44 years","202669.238898011","189272.868237205","216065.609558818"
"Connecticut","Male","45-54 years","214826.14909688","207967.146923448","221685.151270312"
"Connecticut","Male","55-64 years","245743.017369093","241284.818184073","250201.216554113"
"Connecticut","Male","65-74 years","179792.899872286","169540.355252587","190045.444491985"
"Connecticut","Male","75-84 years","79989.4911512498","75993.9989251111","83984.9833773885"
"Connecticut","Male","85+ years","31506.7727422003","31080.5448385632","31933.0006458374"
"Connecticut","Total","< 1 year","33404.6936325488","31432.2678964255","35377.1193686721"
"Connecticut","Total","1-4 years","145114.949607736","138864.556109458","151365.343106014"
"Connecticut","Total","5-14 years","401590.097828863","392379.381052282","410800.814605444"
"Connecticut","Total","15-24 years","454481.160007298","437266.544858357","471695.775156239"
"Connecticut","Total","25-34 years","467887.900310162","441829.13731634","493946.663303984"
"Connecticut","Total","35-44 years","411204.496953111","383740.173890045","438668.820016177"
"Connecticut","Total","45-54 years","446593.962415618","433061.304563001","460126.620268235"
"Connecticut","Total","55-64 years","507330.826382047","496949.53072875","517712.122035344"
"Connecticut","Total","65-74 years","386656.197920088","364694.690138311","408617.705701865"
"Connecticut","Total","75-84 years","184845.722313446","175675.232846321","194016.211780572"
"Connecticut","Total","85+ years","91321.8929757344","89777.8162960091","92865.9696554597"
"Delaware","Female","< 1 year","4894.81733260354","4458.35462866665","5331.28003654043"
"Delaware","Female","1-4 years","21494.5365079365","20349.2719779536","22639.8010379194"
"Delaware","Female","5-14 years","56984.8","55934.0252275806","58035.5747724194"
"Delaware","Female","15-24 years","53056.1428571429","50410.7966328548","55701.4890814309"
"Delaware","Female","25-34 years","68363.2600255428","64495.1770063548","72231.3430447308"
"Delaware","Female","35-44 years","57030.4691844554","54750.6645332563","59310.2738356545"
"Delaware","Female","45-54 years","58870.0439335888","57349.4289911833","60390.6588759943"
"Delaware","Female","55-64 years","72827.2440430579","71092.3263659017","74562.1617202141"
"Delaware","Female","65-74 years","66464.4695128626","64175.0923831535","68753.8466425717"
"Delaware","Female","75-84 years","31304.7367268747","29921.187014257","32688.2864394923"
"Delaware","Female","85+ years","12965.332421091","12684.6857906064","13245.9790515757"
"Delaware","Male","< 1 year","5112.70279146141","4787.20573950519","5438.19984341764"
"Delaware","Male","1-4 years","21562.7182995804","20539.0101824561","22586.4264167046"
"Delaware","Male","5-14 years","58109.874913337","57079.4686527459","59140.2811739281"
"Delaware","Male","15-24 years","54577.137164751","51945.4940497704","57208.7802797315"
"Delaware","Male","25-34 years","69787.5254880496","65797.3999333664","73777.6510427328"
"Delaware","Male","35-44 years","54776.391242474","52393.827632464","57158.954852484"
"Delaware","Male","45-54 years","53774.8440430579","52197.5549869442","55352.1330991715"
"Delaware","Male","55-64 years","64304.6141580004","62770.5598917294","65838.6684242714"
"Delaware","Male","65-74 years","56458.1108191936","54672.8570539148","58243.3645844724"
"Delaware","Male","75-84 years","25371.3282247765","24538.4227252032","26204.2337243498"
"Delaware","Male","85+ years","8069.0118226601","7908.275428271","8229.74821704919"
"Delaware","Total","< 1 year","10007.520124065","9276.8467442556","10738.1935038743"
"Delaware","Total","1-4 years","43057.2548075169","40958.5964866588","45155.9131283749"
"Delaware","Total","5-14 years","115094.674913337","113052.930402051","117136.419424623"
"Delaware","Total","15-24 years","107633.280021894","102453.568734827","112812.991308961"
"Delaware","Total","25-34 years","138150.785513592","130359.93305302","145941.637974165"
"Delaware","Total","35-44 years","111806.860426929","107159.263186189","116454.45766767"
"Delaware","Total","45-54 years","112644.887976647","109562.990912111","115726.785041182"
"Delaware","Total","55-64 years","137131.858201058","133906.648035926","140357.06836619"
"Delaware","Total","65-74 years","122922.580332056","118870.419560985","126974.741103127"
"Delaware","Total","75-84 years","56676.0649516512","54519.6422751716","58832.4876281307"
"Delaware","Total","85+ years","21034.3442437511","20661.672122972","21407.0163645303"
"District of Columbia","Female","< 1 year","4806.14840357599","4244.95789657667","5367.33891057531"
"District of Columbia","Female","1-4 years","20877.4742200328","17896.2559755428","23858.6924645229"
"District of Columbia","Female","5-14 years","37170.6374749133","34597.6255038019","39743.6494460248"
"District of Columbia","Female","15-24 years","41409.7960226236","35966.565773807","46853.0262714402"
"District of Columbia","Female","25-34 years","96754.4149972633","87002.0341814609","106506.795813066"
"District of Columbia","Female","35-44 years","59415.3439883233","57269.480817215","61561.2071594316"
"District of Columbia","Female","45-54 years","37460.5619777413","34774.6142621542","40146.5096933283"
"District of Columbia","Female","55-64 years","34988.096332786","33793.3719294105","36182.8207361614"
"District of Columbia","Female","65-74 years","31780.3603721948","29833.9355664522","33726.7851779375"
"District of Columbia","Female","75-84 years","15144.9626710454","14004.741202596","16285.1841394948"
"District of Columbia","Female","85+ years","8515.76537128261","8058.74012790265","8972.79061466258"
"District of Columbia","Male","< 1 year","4998.3356686736","4453.92372916769","5542.74760817951"
"District of Columbia","Male","1-4 years","21396.2458675424","18246.2543566504","24546.2373784344"
"District of Columbia","Male","5-14 years","37859.497755884","35446.1809017072","40272.8146100607"
"District of Columbia","Male","15-24 years","35496.3463236636","31638.0384674677","39354.6541798594"
"District of Columbia","Male","25-34 years","86068.7955117679","77644.408663316","94493.1823602199"
"District of Columbia","Male","35-44 years","56669.402955665","54365.3394460309","58973.4664652991"
"District of Columbia","Male","45-54 years","37417.3856960409","35539.1810513065","39295.5903407753"
"District of Columbia","Male","55-64 years","33109.673015873","32194.4284614784","34024.9175702677"
"District of Columbia","Male","65-74 years","23604.8433497537","22351.7725556711","24857.9141438363"
"District of Columbia","Male","75-84 years","10402.9200510856","9932.64975319009","10873.1903489811"
"District of Columbia","Male","85+ years","4321.53709177158","4182.78547992197","4460.28870362118"
"District of Columbia","Total","< 1 year","9804.48407224959","8734.44053811046","10874.5276063887"
"District of Columbia","Total","1-4 years","42273.7200875753","36153.7924435776","48393.6477315729"
"District of Columbia","Total","5-14 years","75030.1352307973","70061.9442438563","79998.3262177383"
"District of Columbia","Total","15-24 years","76906.1423462872","67677.7195287356","86134.5651638388"
"District of Columbia","Total","25-34 years","182823.210509031","164677.49183836","200968.929179703"
"District of Columbia","Total","35-44 years","116084.746943988","111668.236996735","120501.256891242"
"District of Columbia","Total","45-54 years","74877.9476737822","70399.0491522437","79356.8461953206"
"District of Columbia","Total","55-64 years","68097.769348659","66010.5509388672","70184.9877584509"
"District of Columbia","Total","65-74 years","55385.2037219486","52197.7582359353","58572.6492079618"
"District of Columbia","Total","75-84 years","25547.882722131","23952.7375193358","27143.0279249262"
"District of Columbia","Total","85+ years","12837.3024630542","12258.4415476651","13416.1633784432"
"Florida","Female","< 1 year","105314.221382959","96572.177744211","114056.265021708"
"Florida","Female","1-4 years","446639.468783069","421123.83244317","472155.105122968"
"Florida","Female","5-14 years","1180304.18098887","1162766.90115656","1197841.46082119"
"Florida","Female","15-24 years","1134050.50439701","1081580.63580146","1186520.37299256"
"Florida","Female","25-34 years","1447961.77212188","1403241.7899643","1492681.75427945"
"Florida","Female","35-44 years","1314956.98609743","1252411.30277183","1377502.66942302"
"Florida","Female","45-54 years","1327784.79613209","1284641.30127328","1370928.29099091"
"Florida","Female","55-64 years","1508244.22021529","1458680.35492317","1557808.08550741"
"Florida","Female","65-74 years","1450649.08863346","1392719.54069531","1508578.63657161"
"Florida","Female","75-84 years","810608.899580369","777983.679695971","843234.119464766"
"Florida","Female","85+ years","369064.254916986","354463.706516339","383664.803317634"
"Florida","Male","< 1 year","110564.979346835","101612.760939517","119517.197754152"
"Florida","Male","1-4 years","470003.136909323","443795.985328521","496210.288490125"
"Florida","Male","5-14 years","1229383.1157453","1209863.83749889","1248902.39399171"
"Florida","Male","15-24 years","1182736.51881044","1124431.90142876","1241041.13619212"
"Florida","Male","25-34 years","1508358.2640759","1463450.57519402","1553265.95295778"
"Florida","Male","35-44 years","1293510.61196862","1229863.01899879","1357158.20493844"
"Florida","Male","45-54 years","1279258.33231162","1242003.99461445","1316512.67000879"
"Florida","Male","55-64 years","1357846.71461412","1305783.01150636","1409910.41772189"
"Florida","Male","65-74 years","1235642.3829958","1187186.68582606","1284098.08016554"
"Florida","Male","75-84 years","679107.60594782","658532.684911651","699682.526983989"
"Florida","Male","85+ years","252750.525232622","245691.837239676","259809.213225567"
"Florida","Total","< 1 year","215879.200729794","198214.799838312","233543.601621276"
"Florida","Total","1-4 years","916642.605692392","864954.0616079","968331.149776883"
"Florida","Total","5-14 years","2409687.29673417","2372687.36273008","2446687.23073827"
"Florida","Total","15-24 years","2316787.02320744","2206194.03395249","2427380.01246239"
"Florida","Total","25-34 years","2956320.03619777","2866993.73399001","3045646.33840554"
"Florida","Total","35-44 years","2608467.59806605","2482332.44704669","2734602.7490854"
"Florida","Total","45-54 years","2607043.12844372","2526889.4062023","2687196.85068513"
"Florida","Total","55-64 years","2866090.93482941","2764520.24439126","2967661.62526757"
"Florida","Total","65-74 years","2686291.47162926","2580026.63858172","2792556.30467681"
"Florida","Total","75-84 years","1489716.50552819","1436661.14548206","1542771.86557432"
"Florida","Total","85+ years","621814.780149608","600622.479866182","643007.080433034"
"Georgia","Female","< 1 year","57492.4930122241","51083.1077502427","63901.8782742054"
"Georgia","Female","1-4 years","244865.575989783","230482.822702987","259248.329276579"
"Georgia","Female","5-14 years","692053.831855501","680495.45407077","703612.209640232"
"Georgia","Female","15-24 years","695547.944827586","683511.628690859","707584.260964314"
"Georgia","Female","25-34 years","767771.329793833","754997.85262085","780544.806966816"
"Georgia","Female","35-44 years","705882.711913885","687095.025279422","724670.398548347"
"Georgia","Female","45-54 years","708682.165882139","693446.05278662","723918.278977657"
"Georgia","Female","55-64 years","677968.308264915","661730.116385807","694206.500144024"
"Georgia","Female","65-74 years","549786.913045065","529411.726736707","570162.099353423"
"Georgia","Female","75-84 years","258720.20945083","253687.967450471","263752.451451189"
"Georgia","Female","85+ years","103660.735194308","99977.2258580203","107344.244530595"
"Georgia","Male","< 1 year","60220.8930122241","53560.4754413336","66881.3105831145"
"Georgia","Male","1-4 years","253721.028899836","238293.793641232","269148.26415844"
"Georgia","Male","5-14 years","716343.315270936","703512.757689843","729173.872852029"
"Georgia","Male","15-24 years","722341.437255975","706262.805049259","738420.069462692"
"Georgia","Male","25-34 years","765455.821930305","754015.363408217","776896.280452392"
"Georgia","Male","35-44 years","648388.835395001","625209.171765739","671568.499024263"
"Georgia","Male","45-54 years","667586.521364715","652927.107007351","682245.935722078"
"Georgia","Male","55-64 years","616781.659624157","603180.420537909","630382.898710404"
"Georgia","Male","65-74 years","454943.777412881","436866.267964363","473021.286861399"
"Georgia","Male","75-84 years","196902.298923554","193939.480680197","199865.117166911"
"Georgia","Male","85+ years","55354.0897281518","54104.5116675316","56603.667788772"
"Georgia","Total","< 1 year","117713.386024448","104671.654664549","130755.117384347"
"Georgia","Total","1-4 years","498586.604889619","468808.753062738","528364.4567165"
"Georgia","Total","5-14 years","1408397.14712644","1384033.42450295","1432760.86974993"
"Georgia","Total","15-24 years","1417889.38208356","1391778.04512924","1444000.71903788"
"Georgia","Total","25-34 years","1533227.15172414","1513101.96418331","1553352.33926497"
"Georgia","Total","35-44 years","1354271.54730889","1312564.9131224","1395978.18149537"
"Georgia","Total","45-54 years","1376268.68724685","1346550.1871575","1405987.18733621"
"Georgia","Total","55-64 years","1294749.96788907","1265562.42115016","1323937.51462799"
"Georgia","Total","65-74 years","1004730.69045795","966317.189224492","1043144.1916914"
"Georgia","Total","75-84 years","455622.508374384","447755.115925187","463489.900823581"
"Georgia","Total","85+ years","159014.824922459","154184.236939324","163845.412905595"
